year,stusps,fips,pop_tot,violent_arrest_per1000,pop_pct_pov
2016,FL,1237,11705,4.100811618966254,20.680654552755747
2016,FL,1239,46153,2.470045284163543,25.5678792
2016,FL,1241,17033,2.9103169477736497,23.82473173224323
2016,FL,1243,13420,7.712369597615499,20.674826331458814
2016,FL,1245,15851,4.881395495552331,15.291333924874298
2016,FL,1247,14362,2.7894791811725383,26.96332696332696
2016,FL,1249,27302,4.816496959929676,26.419102316982023
2016,FL,1251,38376,9.647957056493642,26.273213469859442
2016,FL,1253,176797,6.76199256774719,15.631471170217662
2016,FL,1255,98862,5.121617338647138,19.381483499999998
2016,FL,1257,1323059,2.0005091735641924,16.393802524556236
2016,FL,1261,145342,1.7947324242132352,14.12263921254913
2016,FL,1265,14082,5.965061780997018,15.811817709235834
2016,FL,1267,8742,6.177076183939602,18.027210884353746
2016,FL,1269,317586,0.9242221004704236,13.502645232681617
2016,FL,1271,680970,1.5259482796598969,15.539210716224034
2016,FL,1273,284788,2.7299755808330604,21.333078966291477
2016,FL,1277,8285,1.4886340776503721,16.93488852797874
2016,FL,1279,18560,10.075431034482758,28.47024638295296
2016,FL,1281,353411,3.27463397196654,14.341048653755314
2016,FL,1285,153592,2.040308088962967,11.79361505714836
2016,FL,1286,2664418,0.38476195051477163,19.90676881151013
2016,FL,1287,77150,6.34802333117304,12.970280020615016
2016,FL,1291,195798,3.297925784365891,12.00530272343246
2016,FL,1293,39420,9.075342465753424,25.28043091959129
2016,FL,1295,1256055,1.4370898008345447,17.339662992259875
2016,FL,1297,311962,5.356955868556639,19.478340155586164
2016,FL,1299,1398757,0.39809036392190844,13.853873073606874
2016,FL,12101,488310,2.7107779893919846,13.555337618503271
2016,FL,12103,939548,1.3028154945864314,14.13379463199719
2016,FL,12105,637691,1.5652173231235817,17.678853540983344
2016,FL,12107,72304,4.286725055613141,26.996498362137128
2016,FL,12109,218362,2.7183453775534816,8.9848243
2016,FL,12111,293136,3.9074581991521575,17.891709434092242
2016,FL,12113,163903,2.3148854302036366,12.29089706826722
2016,FL,12115,398011,1.8445888848968162,11.032909327283388
2016,FL,12117,442905,1.3786111017035256,12.070036944214918
2016,FL,12119,113589,1.5689396483311389,9.935066200000001
2016,FL,12121,43653,4.968157973106087,22.741581608318228
2016,FL,12123,22582,8.707156142060049,14.779332615715823
2016,FL,12125,15159,7.586252391318689,22.39389986956958
2016,FL,12127,510806,1.148080540501538,16.703570522969905
2016,FL,12131,61528,6.478757638798595,17.434559380523527
2016,FL,12133,24627,6.760872213424291,20.506787330316744
2016,GA,133,8268,1.0194208307415855,27.56192326372025
2016,GA,135,11251,8.310372411341215,18.298751290958595
2016,GA,137,3250,2.769230769230769,15.661538461538463
2016,GA,139,45808,4.0080335312609146,29.70468746287805
2016,GA,1311,18336,4.233475130890053,15.518844702149773
2016,GA,1313,73340,3.1471570766293975,14.469731264661098
2016,GA,1317,17405,10.866130422292445,35.0108894
2016,GA,1319,18986,2.009791148214474,25.579540621012338
2016,GA,1321,154194,5.62809306340183,27.79488289946474
2016,GA,1323,12835,3.7539398661330874,23.018197958277852
2016,GA,1325,18403,5.068343600104726,21.17608192930294
2016,GA,1327,15645,7.710131032278683,24.705654030275586
2016,GA,1329,34104,2.370200953944796,13.270741972510816
2016,GA,1331,73141,3.2650975513050136,31.549423207419135
2016,GA,1335,23479,3.668171557562077,20.529769371803532
2016,GA,1337,6443,8.5483351042873,32.710896309314585
2016,GA,1343,10962,6.864623243933589,29.724891652534392
2016,GA,1345,113756,2.2548261190618515,19.263933276880913
2016,GA,1347,65645,5.062584101353239,11.847794309981383
2016,GA,1349,12968,2.313386798272671,20.58348218082844
2016,GA,1351,282613,1.4164889152947027,17.986877544744907
2016,GA,1353,11882,0.0841609156707625,14.299634591961022
2016,GA,1357,230629,0.9761348312657991,10.016584183327426
2016,GA,1359,122037,6.699061213675634,35.19793074437712
2016,GA,1361,3068,0.651890482398957,39.8074369
2016,GA,1363,270269,2.3374315741636926,24.280925850432574
2016,GA,1365,6814,19.481948928676257,35.30113297555158
2016,GA,1367,728388,1.2025552717346975,11.63713668362724
2016,GA,1369,43042,4.527554481669067,24.49509741500064
2016,GA,1371,46002,3.5235622166625165,24.992262457443516
2016,GA,1373,139904,2.4600202043305885,9.4928759
2016,GA,1377,135625,2.455299539170507,11.980075274484623
2016,GA,1379,12483,9.292637987663221,19.081358416809184
2016,GA,1381,23061,9.426087333593514,32.93487404259087
2016,GA,1383,16356,2.9194179505991684,16.61023700458076
2016,GA,1387,27237,8.697727356169915,26.47567775427802
2016,GA,1389,723902,1.717788648598667,18.99337774465789
2016,GA,1391,20995,7.561324124791617,22.214616680707664
2016,GA,1395,92326,3.839370103876766,30.505370265686828
2016,GA,1397,138283,4.772820954130298,15.208333333333332
2016,GA,1399,10480,3.6020992366412217,31.223300970873787
2016,GA,13101,4025,1.7391304347826089,30.214036834245896
2016,GA,13103,55852,1.5118079925517438,10.837090553533596
2016,GA,13107,22723,2.0654549722014406,29.48957715641108
2016,GA,13109,10733,1.3250929117881507,26.15203991781626
2016,GA,13111,24017,4.701530860085218,18.003632830650954
2016,GA,13113,109495,0.7625918991734782,7.1435135
2016,GA,13115,96199,5.198858615993929,19.75372988468304
2016,GA,13117,203841,1.6820708297153175,6.4170912
2016,GA,13119,22188,1.4872904272579772,25.241905470785262
2016,GA,13121,996757,0.9387570327353214,16.953200904038134
2016,GA,13123,28956,3.089326752816185,19.445611087778243
2016,GA,13127,82623,5.752786754293599,18.70609115783765
2016,GA,13129,56079,3.4496789431791837,20.597970589831245
2016,GA,13131,25145,2.6717764240134496,29.615726164527327
2016,GA,13135,874242,1.020018321177497,13.019142918042045
2016,GA,13137,43724,1.1915652730765713,18.32654663199725
2016,GA,13139,190482,1.66536587300754,17.715803452855244
2016,GA,13141,8747,2.34366068366297,31.35769459298871
2016,GA,13143,28667,4.284107161544633,20.283637652898424
2016,GA,13145,32992,0.8436388619463302,8.3784782
2016,GA,13147,25518,5.917391645113254,21.220116085562367
2016,GA,13149,11571,5.14216575922565,17.035925500926822
2016,GA,13151,214171,1.9960685620368772,12.08019247701152
2016,GA,13153,149137,5.64162481476763,17.952988199467075
2016,GA,13155,9365,8.128670581954085,24.88774135608442
2016,GA,13159,13571,4.900154741728687,20.0627661959202
2016,GA,13161,14953,4.77328964087474,20.74238749663164
2016,GA,13163,16201,3.9117955681748042,28.90928794543252
2016,GA,13165,9055,0.5521811154058531,28.324408746095493
2016,GA,13167,9694,3.627673475001719,25.167749494088827
2016,GA,13169,28701,2.8701090554336086,13.690140845070422
2016,GA,13171,18195,8.028762480534946,22.173552740617968
2016,GA,13173,10382,5.514351762666153,28.222022561645204
2016,GA,13175,47802,5.119032676457052,27.74581310290249
2016,GA,13177,29134,4.625180201826045,11.908418759152768
2016,GA,13179,63949,6.271925023586505,16.932031908684092
2016,GA,13181,7712,5.8350622406639,25.362982341399608
2016,GA,13183,17243,4.482150106461421,16.1856816718375
2016,GA,13187,31094,3.4813790441885897,21.63854934841903
2016,GA,13189,21558,6.099823731329437,26.058923192771083
2016,GA,13191,13941,8.392511297611362,20.13432512457572
2016,GA,13193,13846,3.037880976455294,32.55639097744361
2016,GA,13195,28362,5.156547493124604,16.096292867063138
2016,GA,13197,8646,4.395095998149434,25.22871217452498
2016,GA,13201,5911,4.250549822365082,25.143953934740882
2016,GA,13205,22778,3.5450873650013173,29.860634017077242
2016,GA,13207,27044,1.8673273184440173,13.24783013019219
2016,GA,13209,9005,0.27762354247640203,22.820014573718726
2016,GA,13211,17943,3.782812238756061,13.27019561418344
2016,GA,13213,39358,5.130257296271829,18.830282904728808
2016,GA,13215,200303,9.57715727339747,20.913686477670144
2016,GA,13217,103901,2.2828221095080896,17.03928379237806
2016,GA,13219,35071,1.4969633030138862,7.1393685
2016,GA,13221,14743,13.37923082140677,17.907582613464967
2016,GA,13223,149830,3.8310084762731096,10.740628677088585
2016,GA,13225,26907,3.58642732374475,21.0173597093258
2016,GA,13227,29992,4.305910147467896,10.274156699368364
2016,GA,13229,19030,4.534944823962165,19.935384778348602
2016,GA,13233,41263,6.24500157526113,20.144923988347326
2016,GA,13235,11460,9.554973821989527,23.75494472055989
2016,GA,13237,21259,5.944541135519074,17.756074321105288
2016,GA,13239,2095,4.41527446300716,25.68019093078759
2016,GA,13241,16312,1.052839200801757,21.768410550601732
2016,GA,13243,7224,2.301356589147287,28.66070160488567
2016,GA,13245,201418,3.856408066806343,25.19417097436164
2016,GA,13247,87569,5.8154141305713205,17.164006744116218
2016,GA,13249,5089,1.7439575555118885,21.8707015
2016,GA,13251,14114,2.4089556468754427,24.99817531567039
2016,GA,13253,8696,2.7886384544618212,19.08032596041909
2016,GA,13255,64006,11.13958066431272,23.572327400000002
2016,GA,13257,25584,6.796239837398374,20.04414125200642
2016,GA,13259,5791,0.1726817475392851,41.411881680338055
2016,GA,13261,31070,4.431680324824836,33.620719384763945
2016,GA,13263,6373,0.35305193786285893,20.6869262424818
2016,GA,13265,1904,5.383403361344538,31.375661375661373
2016,GA,13267,25260,2.35055423594616,27.684739376177518
2016,GA,13269,8354,3.5910940866650707,28.392330383480825
2016,GA,13271,16405,0.84831860205222,28.697448939044744
2016,GA,13273,9132,5.790078843626807,34.720800636870244
2016,GA,13275,44977,4.127362065863967,21.303132880478
2016,GA,13277,40691,8.032394235731582,27.47701208802562
2016,GA,13279,27160,8.59983168525142,26.559934318555005
2016,GA,13281,10976,2.9610058309037903,15.070519775125751
2016,GA,13283,6711,1.9743704365966326,18.67213373284971
2016,GA,13285,69314,4.711349799463312,21.317134602563158
2016,GA,13287,8151,24.046129309287203,27.64675724173289
2016,GA,13289,8363,4.259834987444697,30.31844048916334
2016,GA,13291,22033,2.3544229110879136,13.116430397397163
2016,GA,13293,26394,3.7555883913010533,22.94432797577452
2016,GA,13295,68143,4.4296552837415435,18.442050218635888
2016,GA,13297,87436,2.8799636305411958,13.204215124722612
2016,GA,13299,35671,11.746236438563539,28.070915998311524
2016,GA,13301,5504,4.516196013289036,26.381724392041267
2016,GA,13303,20680,3.245889748549323,26.39894319682959
2016,GA,13305,30006,6.143215801284187,20.582271147161062
2016,GA,13307,2672,3.6489520958083834,22.414441519368182
2016,GA,13309,7932,0.39082198688855274,27.40784780023781
2016,GA,13311,28140,2.8340440653873493,19.285585423056105
2016,GA,13313,103653,3.602162986117141,19.62516576956081
2016,GA,13317,9924,4.746070133010883,26.74288047361437
2016,GA,13319,9312,1.9186712485681559,20.792616720955483
2016,GA,13321,20988,1.8730941490375452,18.44090930936704
2016,HI,151,193680,11.738434531185462,18.729004093055433
2016,HI,153,986999,7.264445050096302,9.4590803
2016,HI,157,70447,10.10688886680767,9.6268742
2016,HI,159,162456,16.833788841286253,9.845637
2016,ID,167,5928,5.587887989203779,14.461328300000002
2016,ID,1613,21427,1.0850795725019835,12.654263275991024
2016,ID,1619,108989,5.430593913147199,12.744697068282798
2016,ID,1625,968,2.324380165289256,19.83471074380165
2016,ID,1633,960,1.8229166666666667,27.083333333333332
2016,ID,1637,4185,2.389486260454002,20.58468229040831
2016,ID,1639,26103,5.870972685131978,18.14693199351189
2016,ID,1641,13013,1.6714055175593638,12.385285725302692
2016,ID,1643,12896,2.714019851116625,12.045732952225398
2016,ID,1645,16853,3.1967602207322137,22.182972099149804
2016,ID,1653,22694,4.6212655327399315,16.923695856242457
2016,ID,1659,7743,2.1955314477592665,16.861457649376234
2016,ID,1663,5292,3.566704459561602,12.020606754436177
2016,ID,1667,20331,2.2010722541931043,17.81489213639527
2016,ID,1669,39995,4.3880485060632575,13.571115635389017
2016,ID,1675,22773,2.61274316076055,18.860890266361228
2016,ID,1683,80955,2.419862886788957,15.592390280655492
2016,ID,1685,9897,4.479471893839885,14.030952136927336
2016,IL,173,7051,8.509431286342362,33.460298857310285
2016,IL,175,17137,0.16047149442726263,16.544617976799948
2016,IL,177,53656,0.6336663187714329,11.112992118578711
2016,IL,1711,33822,0.31968836851753296,13.053024151102289
2016,IL,1715,14793,0.1351990806462516,11.438987481084057
2016,IL,1723,16089,0.20718088963474007,16.29967096937484
2016,IL,1725,13466,0.2506312193672954,14.075311266322501
2016,IL,1729,52802,0.5113442672626037,21.88866636694323
2016,IL,1733,19441,0.6539934012800634,12.257451210646984
2016,IL,1735,10890,0.56626874808693,16.27083915432616
2016,IL,1737,104458,0.24734543359365088,18.22830698814213
2016,IL,1741,19770,0.44511886697015685,11.367936589107645
2016,IL,1743,930514,0.022920799687054683,7.047466900000001
2016,IL,1745,17828,1.325162665470047,16.243220097059663
2016,IL,1747,6612,0.6553740673522889,11.69950738916256
2016,IL,1749,34356,0.4301367382051978,10.778265511923124
2016,IL,1751,22025,0.4016414913123199,16.090584028605484
2016,IL,1753,13758,0.8540485535688327,14.037062045164678
2016,IL,1755,39503,0.3733893628332025,19.178717809914158
2016,IL,1757,36047,0.4369295641800982,15.586272640610105
2016,IL,1763,50338,0.20362350510548693,9.8125225
2016,IL,1765,8251,0.16159657415262796,14.98647651831817
2016,IL,1767,18633,0.09757858735479087,11.539088390286304
2016,IL,1769,4173,2.516175413371675,18.82753587934809
2016,IL,1771,6966,2.2968705139247776,10.58653149891383
2016,IL,1773,49681,0.24601401385282542,12.327700972862264
2016,IL,1775,28814,0.3247429325030491,16.11887493366354
2016,IL,1779,9592,0.24325827078120654,8.238545799999999
2016,IL,1783,22441,0.4641801464581198,9.1002235
2016,IL,1785,22186,0.17682668904159934,9.3341829
2016,IL,1795,51752,0.9557415841230958,17.619356594177116
2016,IL,1799,111935,0.11464987120501482,13.88873527622629
2016,IL,17101,16582,0.35178707835805895,15.977801706286757
2016,IL,17103,34718,0.3190541816038676,11.950718685831625
2016,IL,17109,31727,0.79847868797344,23.482117104124605
2016,IL,17117,46482,0.1740654251323093,12.952511133647867
2016,IL,17119,266759,0.11874409612432259,13.192966308078773
2016,IL,17123,12060,0.4656206148743462,9.891979200000002
2016,IL,17125,13931,1.3548919675543751,15.485429784741545
2016,IL,17127,14883,1.6293757978902101,18.80599056281201
2016,IL,17129,12576,0.22087927622278766,12.668070630163616
2016,IL,17131,15971,0.6991839375534824,10.2945855
2016,IL,17133,33703,0.0890128475209922,4.4323321
2016,IL,17135,29301,0.41696158166437414,15.359557974600033
2016,IL,17137,34801,0.3870747459927622,14.951003862236266
2016,IL,17139,14915,0.19156170681480772,12.115608519964384
2016,IL,17149,16054,0.18120660951108195,14.418544585781623
2016,IL,17155,5746,0.0870170553428472,10.440428145288648
2016,IL,17159,16072,1.1075161772025883,14.660914800482141
2016,IL,17161,146536,0.3525868501028188,15.097151494176561
2016,IL,17165,24659,0.9766549062546466,22.263961933383424
2016,IL,17169,7205,0.4758600178447506,20.059709980096677
2016,IL,17171,5169,0.14509576320371445,14.910179640718562
2016,IL,17175,5840,0.684931506849315,13.428921140059453
2016,IL,17177,46283,0.5428559082168399,15.856557918372738
2016,IL,17179,135400,0.18817031661421874,7.925110200000001
2016,IL,17181,17458,0.5346164127238706,15.458181185880719
2016,IL,17185,11587,0.9817036333822388,11.993375751765011
2016,IL,17187,17611,1.5473283743115098,15.467757694186615
2016,IL,17191,16517,1.1427620027850092,15.56951985845891
2016,IL,17193,14410,0.6881795049733981,13.996001142530707
2016,IL,17195,57155,0.23432520589374758,11.402052655064704
2016,IL,17199,67336,0.292967695248793,14.892867535570428
2016,IL,17201,288896,2.1823597419140452,15.52733996654046
2016,IN,181,34813,0.2944302415764226,18.0476764
2016,IN,189,12364,3.184648980912326,11.970549305095963
2016,IN,1831,26340,1.645153125790939,13.049530216912192
2016,IN,1879,28023,2.2080077079541804,15.270686221256563
2016,IN,1883,37956,2.1656655074296554,14.078136484423586
2016,IN,1893,45696,2.0898984593837535,12.894648642609766
2016,IN,18101,10218,2.022574541658511,12.154805503315846
