year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,rev_tot,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_wht,pop_blk,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname
2012-2016,13,013,1,100402830,6336990.000000001,14122530,101874690,72461910,6860910.000000001,22181130,46185990.00000001,73340,54025,8266,7043,0.14469731264661098,0.057917335,58977.630000000005,24395.58,230.8125,443.9375,0.1875,48.25,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,017,0,59088630.00000001,1748250.0000000002,4099230.0000000005,59372790.00000001,23437650,4635360.000000001,7054050,14221320.000000002,17405,9893,6269,1054,0.350108894,0.17682029548531403,32756.100000000002,16995.210000000003,189.125,306.625,0.625,28.5,NA,NA
2012-2016,13,019,1,21911400,1365300.0000000002,2854920,24781860,18186240,4211340,7400370.000000001,12989220.000000002,18986,15647,2123,922,0.25579540621012337,0.11978945129732028,39671.4,18877.77,38.15789474,93.21052631578948,0.052631579,7.684210526315789,NA,NA
2012-2016,13,021,1,310444800.00000006,15210330.000000002,43445400,265257810,183885930.00000003,70011030.00000001,91372980.00000001,143347620.00000003,154194,61455,83092,4796,0.2779488289946474,0.13259664769689875,41189.880000000005,24614.250000000004,867.8181818181819,3209.3636363636365,8.363636363636363,162.1818181818182,31420,"Macon, GA Metropolitan Statistical Area"
2012-2016,13,023,0,16263720.000000002,1580640,2489730,16588950,11440770,2529690,5717610.000000001,8961030,12835,8853,3563,333,0.23018197958277853,0.12001775410563693,41136.600000000006,21657.210000000003,48.18181818181818,161.8181818181818,0,12.454545454545453,NA,NA
2012-2016,13,025,1,21760440.000000004,1696080.0000000002,1758240.0000000002,19622580,16574520,2705070,8618040,12558540,18403,17080,526,392,0.2117608192930294,0.098061887,40889.07000000001,19225.2,93.27272727272727,163.27272727272728,0.090909091,6.363636363636364,15260,"Brunswick, GA Metropolitan Statistical Area"
2012-2016,13,027,0,25521120.000000004,1304250.0000000002,3039180.0000000005,23629680,14643120,1891440,6482400.000000001,9755790,15645,8950,5611,878,0.24705654030275587,0.13591667744857033,38347.170000000006,21828.15,120.625,219.5,0.5,17,46660,"Valdosta, GA Metropolitan Statistical Area"
2012-2016,13,029,0,47952000.00000001,168720.00000000003,8507040,53636310.00000001,42671730,6726600,14336760.000000002,32924820,34104,25479,5183,2198,0.13270741972510816,0.052506107,73106.82,32252.160000000003,80.83333333333333,184.58333333333334,0.25,23.333333333333332,42340,"Savannah, GA Metropolitan Statistical Area"
2012-2016,13,031,1,112550670.00000001,7369290.000000001,13599720.000000002,107546790.00000001,81319710,14948370,26551200,47381460.00000001,73141,46938,20862,2658,0.31549423207419136,0.16925280856518132,41208.75,21693.84,238.8125,496.1875,0.9375,34.25,NA,NA
2012-2016,13,035,0,40035480,5636580.000000001,5110440.000000001,42378690,31853670.000000004,4163610.0000000005,13052490.000000002,24063690.000000004,23479,15696,6645,724,0.20529769371803533,0.075557271,45235.83,21677.190000000002,86.125,239.875,0.125,26,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,037,0,7317120.000000001,159840,1278720,8579190,6038400.000000001,1751580.0000000002,2826060.0000000005,4643130,6443,2090,3864,296,0.32710896309314585,0.11291739894551846,31302.000000000004,18623.58,55.07692307692307,94.38461538461539,0,3.7692307692307696,NA,NA
2012-2016,13,043,0,15341310.000000002,602730,1879230.0000000002,14931720.000000002,11616150.000000002,2553e3,3604170.0000000005,7853250.000000001,10962,6878,2631,1212,0.2972489165253439,0.15743357829282081,37050.69,19702.5,75.25,167,0,12,NA,NA
2012-2016,13,045,1,162363030.00000003,7409250.000000001,23364390.000000004,170403870.00000003,123669540.00000001,24168030.000000004,34687500,80621520,113756,81330,20904,7465,0.19263933276880912,0.096114799,50489.46000000001,24422.22,256.5,501.76666666666665,0.5,32.36666666666667,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,047,2,63168990.00000001,3366630,8562540,63109050,48337170.00000001,11063370,13336650.000000002,38388240.00000001,65645,60216,1684,1768,0.11847794309981383,0.033543106,58014.15000000001,26455.74,332.3333333333333,677.3333333333334,0.6666666666666666,36.666666666666664,16860,"Chattanooga, TN-GA Metropolitan Statistical Area"
2012-2016,13,049,0,17920950,1276500,2257740.0000000005,21196560,18674640.000000004,1461870.0000000002,10671540,14285700,12968,8071,3433,1140,0.2058348218082844,0.090754444,48696.810000000005,20749.230000000003,30,88.875,0.125,12.5,NA,NA
2012-2016,13,051,10,896379390.0000001,98471430.00000001,120188580.00000001,975643380.0000001,671851920,206744160.00000003,230061930.00000003,441364860.00000006,282613,139808,112500,17095,0.17986877544744906,0.084132647,55051.560000000005,30196.440000000002,400.3181818181818,949.2727272727273,3.3181818181818183,73.18181818181819,42340,"Savannah, GA Metropolitan Statistical Area"
2012-2016,13,053,0,4850700.000000001,71040,652680.0000000001,3559770.0000000005,1744920,1421910,407370.00000000006,647130.0000000001,11882,7133,2193,1761,0.14299634591961022,0.053836784,48761.19,21875.88,1,15.25,0,6,17980,"Columbus, GA-AL Metropolitan Statistical Area"
2012-2016,13,057,9,212587200,10400700,30721470,235297800.00000003,193665030.00000003,30904620.000000004,89961060.00000001,147485700,230629,184993,14934,22809,0.10016584183327426,0.037119691,80570.46,35522.22,225.125,515.7916666666666,0.41666666666666663,78,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,059,1,324974700,17339310,30567180.000000004,258053910.00000003,152922480,77040660,53648520.00000001,79290630,122037,68220,33245,12838,0.3519793074437712,0.1991390034994764,36758.76,22416.45,817.5333333333333,1220.1333333333332,0.9333333333333333,103.73333333333333,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
2012-2016,13,061,0,6534570.000000001,179820.00000000003,730380.0000000001,5999550,4676430,952380.0000000001,2344320,3317790.0000000005,3068,894,1912,155,0.398074369,0.2158034528552457,24553.2,15021.630000000001,2,2,0,4,NA,NA
2012-2016,13,063,8,401561370.00000006,15339090.000000002,81314160,427958280,353714820,74243460,149510340.00000003,288545610.00000006,270269,32140,184017,35506,0.24280925850432578,0.1057133366550407,47141.700000000004,20788.08,631.7352941176471,1396.9705882352941,3.1764705882352944,76.76470588235294,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,065,1,11134410.000000002,251970.00000000003,1365300.0000000002,11845920.000000002,7685640,3613050,3802860,5778660.000000001,6814,4504,1826,306,0.3530113297555158,0.21794871794871795,27581.280000000002,18772.320000000003,132.75,120.625,0.5,8,NA,NA
2012-2016,13,067,8,1507527630.0000002,3841710.0000000005,181655940,1488985080,980276520.0000001,126738690.00000001,370060680.00000006,632944200.0000001,728388,392024,194744,91921,0.11637136683627239,0.053726911549452847,76387.98000000001,38729.01,875.9268292682927,1727.3902439024391,2.2195121951219514,113.8780487804878,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,069,1,87761040.00000001,8418240.000000002,8327220.000000001,89937750.00000001,42281010,8867790,11491830.000000002,28105200,43042,25376,12104,4753,0.24495097415000636,0.1283076531261938,38334.96000000001,20046.600000000002,194.875,461.875,0.6875,21.75,NA,NA
2012-2016,13,071,1,95042640.00000001,6497940.000000001,8279490.000000002,100337340.00000001,51323070.00000001,14554320.000000002,20256390.000000004,31496250.000000004,46002,26186,10244,8535,0.24992262457443515,0.12225317239244816,37704.48,19399.47,162.0909090909091,424.90909090909093,0.9090909090909092,25.90909090909091,NA,NA
2012-2016,13,073,1,148208310.00000003,9661440,23456520,174085740.00000003,133548540.00000001,13619700,33642990.00000001,93278850,139904,98941,23253,8455,0.094928759,0.043046334,79877.82,34414.44,344.1666666666667,768.8333333333334,0.41666666666666663,78.66666666666667,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
2012-2016,13,077,2,188813220.00000003,11828160.000000002,23062470,199146210.00000003,131587170.00000001,21683850.000000004,52315410,103841610.00000001,135625,97342,23913,8992,0.11980075274484622,0.058645802,72420.84000000001,33043.590000000004,333,648.875,0.875,57.25,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,079,0,11747130.000000002,598290.0000000001,1586190,12636240.000000002,9087570.000000002,3031410.0000000005,4737480.000000001,6984120.000000001,12483,9198,2870,99,0.19081358416809185,0.098135027,44909.490000000005,24623.13,116,232.16666666666666,0.3333333333333333,11,31420,"Macon, GA Metropolitan Statistical Area"
2012-2016,13,081,0,84653040.00000001,4053720.0000000005,6581190.000000001,80237460,31868100.000000004,5716500.000000001,10567200,22424220,23061,11707,9935,749,0.3293487404259087,0.12122017089476247,35155.920000000006,22136.730000000003,217.375,582.75,1,39,NA,NA
2012-2016,13,083,0,15622140.000000002,1416360.0000000002,3599730.0000000005,14491050.000000002,13053600,1234320.0000000002,4168050,11022300.000000002,16356,15373,105,349,0.1661023700458076,0.076412401,48243.93000000001,24416.670000000002,47.75,73.5,0,16,16860,"Chattanooga, TN-GA Metropolitan Statistical Area"
2012-2016,13,087,1,66399090.00000001,7408140,7902090.000000001,57503550,43084650,9381720.000000002,10418460.000000002,24657540,27237,13943,11423,1533,0.2647567775427802,0.17062103441645837,37200.54,21058.920000000002,236.9,459.90000000000003,0.8,31,NA,NA
2012-2016,13,089,21,1160658180.0000002,58155120,149141820,1207683330,966915450.0000001,76648830,404808120.00000006,609193530,723902,211311,392967,63173,0.1899337774465789,0.083657919,58411.530000000006,33873.87,1243.5106382978722,2791.6595744680853,6.446808510638298,117.23404255319149,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,091,0,20299680,2414250,2935950.0000000005,19683630,15522240.000000002,3890550,5566650.000000001,12467520,20995,13718,5851,731,0.22214616680707666,0.088932182,39453.840000000004,20513.910000000003,158.75,419,0.625,13,NA,NA
2012-2016,13,095,0,378394560.00000006,15120420.000000002,25206990,352850130,145401120.00000003,76294740,49103070.00000001,89023110,92326,24449,63267,2347,0.30505370265686826,0.16466930469191635,37301.55,22647.33,354.4736842105263,1040.7368421052631,1.5789473684210527,79.52631578947368,10500,"Albany, GA Metropolitan Statistical Area"
2012-2016,13,097,1,227214780.00000003,93626280.00000001,24772980.000000004,159024150.00000003,141793620.00000003,17230530.000000004,49389450.00000001,114422130,138283,61692,60118,12445,0.15208333333333332,0.058633040935672516,63696.240000000005,27162.81,660,1896,2.25,157,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,099,1,28744560,0,3545340,29345070.000000004,16368060.000000002,1868130,6149400.000000001,11310900.000000002,10480,4868,5289,216,0.31223300970873785,0.1395145631067961,31744.890000000003,19245.18,37.75,103,0.75,26,NA,NA
2012-2016,13,101,0,2782770.0000000005,99900,532800.0000000001,2683980,2645130,38850,1904760.0000000002,2343210,4025,2556,82,1196,0.30214036834245894,0.12319561971129915,39242.94,19967.79,7,26.5,0,8,46660,"Valdosta, GA Metropolitan Statistical Area"
2012-2016,13,103,4,73073520,7015200.000000001,8894430,71477340.00000001,58075200.00000001,9371730.000000002,19981110,42047910,55852,44578,7316,2056,0.10837090553533597,0.048852916146087964,69730.20000000001,28363.83,84.4375,139.8125,0.25,22.5,42340,"Savannah, GA Metropolitan Statistical Area"
2012-2016,13,107,0,29850120.000000004,1103340.0000000002,3425460.0000000005,34124730,25579950,6646680,9345090,17486940.000000004,22723,13587,7730,1015,0.29489577156411073,0.12908817223920083,34989.420000000006,18515.91,46.93333333333333,200.2,0.3333333333333333,10.333333333333332,NA,NA
2012-2016,13,109,0,16338090.000000002,374070.00000000006,1915860.0000000002,14925060.000000002,10869120,1464090.0000000002,3115770.0000000005,7178370.000000001,10733,6110,3163,1250,0.2615203991781626,0.086488602,45059.340000000004,22988.100000000002,14.222222222222223,62,0,7.333333333333333,NA,NA
2012-2016,13,111,1,31787070.000000004,1506270.0000000002,2898210,31196550.000000004,24142500.000000004,4759680,8266170,18684630,24017,22933,47,483,0.18003632830650954,0.087821569,43302.21000000001,24891.750000000004,112.91666666666667,122.25,0.083333333,13.333333333333334,NA,NA
2012-2016,13,113,1,189263880,10973460.000000002,27038490,159797820,130390590.00000001,15773100.000000002,59133030.00000001,97182720.00000001,109495,71177,22916,7653,0.071435135,0.029919320750555933,90674.79000000001,42727.23,83.5,401.6875,0.5625,66.25,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,115,2,217759800.00000003,15352410.000000002,16308120,215349990.00000003,145503240.00000003,48447060.00000001,47521320.00000001,95956170.00000001,96199,68943,13982,9910,0.1975372988468304,0.086324842,47680.05,24735.24,500.125,911.1875,1.5,61.25,40660,"Rome, GA Metropolitan Statistical Area"
2012-2016,13,117,2,274478580,8744580,35685390.00000001,256898400.00000003,211481640,13970460.000000002,82439700.00000001,165977190,203841,155785,5984,19121,0.064170912,0.025340218173218104,101944.62000000001,41831.46000000001,342.875,931.875,0,133,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,119,0,34080330,315240,6000660.000000001,39390570.00000001,27778860.000000004,6022860.000000001,8132970.000000001,18246180,22188,18701,2099,956,0.25241905470785264,0.11606810569408262,41400.780000000006,20692.620000000003,33,101.3529411764706,0.1764705882352941,14.52941176470588,NA,NA
2012-2016,13,121,23,4416856500,125363400.00000001,354171030,4155170670.0000005,3031685280.0000005,514019910.00000006,1055573370.0000001,1685297460.0000002,996757,401270,439282,73953,0.16953200904038135,0.086259615,65324.61000000001,43402.11,935.7126436781609,2268.1724137931033,6.241379310344827,166.26436781609195,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,123,0,35517780.00000001,3778440.0000000005,4697520,35949570,30146490,2404260,11310900.000000002,22413120.000000004,28956,24918,248,3169,0.19445611087778245,0.058063838723225535,48590.25000000001,25411.230000000003,89.45454545454545,179.45454545454547,0.090909091,29.545454545454547,NA,NA
2012-2016,13,127,3,142710480,10518360,25298010.000000004,138096210.00000003,108393720.00000001,29216310,41465160,86366880,82623,52908,21014,5427,0.1870609115783765,0.086634457,51587.25000000001,30879.090000000004,475.3125,895.5625,1.25,54.75,15260,"Brunswick, GA Metropolitan Statistical Area"
2012-2016,13,129,2,125824050.00000001,9040950,11408580.000000002,127637790.00000001,65516640.00000001,13846140.000000002,20447310,47565720,56079,43999,2336,8409,0.20597970589831244,0.082478702,45942.9,22209.99,193.45454545454544,528.6363636363636,0.7272727272727273,38.63636363636363,NA,NA
2012-2016,13,131,2,56237040.00000001,1455210,3928290.0000000005,51657180.00000001,27778860.000000004,2485290.0000000005,9339540,17319330,25145,14793,7214,2678,0.2961572616452733,0.13308307096149188,39424.98,19718.04,67.18181818181819,198.0909090909091,0.18181818181818182,14.636363636363635,NA,NA
2012-2016,13,135,16,1591067340,60036570.00000001,177326940,1520337030,1096507950.0000002,93278850,430721070.00000006,666415140,874242,352246,228057,179634,0.13019142918042043,0.05343887,68670.15000000001,29691.390000000003,891.7428571428571,2178.3714285714286,3.342857142857143,111.85714285714285,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,137,1,61601670.00000001,2931510,6590070.000000001,56553390.00000001,43136820.00000001,2773890.0000000005,17564640.000000004,29008740,43724,34002,1433,6013,0.18326546631997254,0.064244714,46176.00000000001,21279.81,52.1,128.53333333333333,0.033333333,10.133333333333333,NA,NA
2012-2016,13,139,0,296830650,21331980.000000004,28420440.000000004,314502960,228769890,36500130.00000001,74176860,155762970,190482,118296,14240,52154,0.17715803452855244,0.068717131,57611.22000000001,26749.890000000003,317.22222222222223,884.7777777777778,1.5,65,23580,"Gainesville, GA Metropolitan Statistical Area"
2012-2016,13,141,0,14243520,1589520.0000000002,1524030.0000000002,17162820,13930500.000000002,1324230,10364070.000000002,12257730.000000002,8747,2087,6420,169,0.3135769459298871,0.11809269162210338,29288.460000000003,15426.78,20.5,58.5,0,10.5,NA,NA
2012-2016,13,143,1,41859210.00000001,2010210.0000000002,5517810,38797830,30195330,4108110.0000000005,12370950,23908290,28667,26120,1362,420,0.20283637652898423,0.10466229391951781,46931.91,24240.180000000004,122.8125,227.3125,0.1875,21.25,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,145,2,32867100.000000007,2974800,4319010,34945020.00000001,28561410.000000004,3103560.0000000005,10974570.000000002,20316330,32992,25528,5206,1036,0.083784782,0.040845850775671017,72522.96,34080.33,27.833333333333332,109.66666666666667,0,19.666666666666668,17980,"Columbus, GA-AL Metropolitan Statistical Area"
2012-2016,13,147,0,35744220,1223220,3651900.0000000005,30832470,21539550.000000004,3392160.0000000005,6453540.000000001,15234750.000000002,25518,19307,4862,919,0.21220116085562366,0.084709989,42161.130000000005,23161.260000000002,151,394.25,0.125,21,NA,NA
2012-2016,13,149,0,18449310,1383060.0000000002,2063490.0000000002,21769320.000000004,19338420.000000004,2334330.0000000005,4939500,18160710.000000004,11571,9837,1215,71,0.17035925500926824,0.056050843,49045.350000000006,22748.340000000004,59.5,78.375,0.125,12,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,151,2,232428450,14417790,34062570,244969230,212668230,21921390.000000004,73742850,154535310.00000003,214171,102922,86207,13492,0.12080192477011521,0.053957597,69442.71,28556.97,427.5,1176.75,1.05,85.6,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,153,2,248871990.00000003,13317780,31754880,252571620.00000003,178754400.00000003,25352400,74981610,120779100,149137,86539,44074,9613,0.17952988199467074,0.084772146,61582.8,28070.79,841.375,1455,1.625,70.25,47580,"Warner Robins, GA Metropolitan Statistical Area"
2012-2016,13,155,0,11710500.000000002,68820.00000000001,1949160,10962360,8108550.000000001,2123430.0000000005,3896100.0000000005,6350310,9365,6375,2616,107,0.2488774135608442,0.138414908,33129.060000000005,20550.54,76.125,123,0.125,12.5,NA,NA
2012-2016,13,159,0,19763550.000000004,779220,2012430,20298570.000000004,12737250.000000002,768120.0000000001,6158280.000000001,9699180,13571,9942,2779,523,0.20062766195920198,0.092654861,45991.740000000005,22960.350000000002,66.5,119.5,0,14.333333333333332,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,161,1,18229530.000000004,707070,2340990.0000000005,18071910,14263500.000000002,2751690,4119210,10306350,14953,10734,2463,1708,0.20742387496631637,0.10765292374023175,40588.26,19958.910000000003,71.375,198.875,0.25,13,NA,NA
2012-2016,13,163,0,29774640.000000004,3584190.0000000005,3548670.0000000005,25789740,18653550.000000004,4535460,7975350,14425560.000000002,16201,6760,8760,558,0.2890928794543252,0.13355007330910945,31542.870000000003,18854.460000000003,63.375,98.1875,0.1875,10.375,NA,NA
2012-2016,13,165,0,15216990.000000002,79920,1316460,16043940,9373950,5059380,2979240.0000000005,5565540.000000001,9055,5374,3109,353,0.2832440874609549,0.2004685408299866,30411.780000000002,20299.68,5,10,0,10,NA,NA
2012-2016,13,167,0,8709060.000000002,946830,1131090.0000000002,9407250,7123980.000000001,1853700.0000000002,3195690,5482290.000000001,9694,6045,3272,224,0.25167749494088826,0.11715837682394291,36280.350000000006,18529.230000000003,35.166666666666664,66.16666666666667,0.3333333333333333,7.5,NA,NA
2012-2016,13,169,0,30664860.000000004,1772670,4337880,31822590.000000004,24560970,4968360.000000001,12910410.000000002,20437320.000000004,28701,20710,7092,393,0.13690140845070423,0.062992958,59962.200000000004,29528.22,82.375,349.875,0.25,28,31420,"Macon, GA Metropolitan Statistical Area"
2012-2016,13,171,3,31589490,1182150,3842820,31482930.000000004,18349410,2254410.0000000005,6012870.000000001,11302020,18195,11832,5359,400,0.22173552740617972,0.10157452349946727,44804.04,21248.730000000003,146.08333333333334,252.08333333333334,0.3333333333333333,18,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,173,0,8184030.000000001,0,1730490.0000000002,8576970.000000002,7014090.000000001,1076700,3653010,5763120.000000001,10382,7119,2606,546,0.28222022561645205,0.13487071977638015,35167.020000000004,19317.33,57.25,106.375,0.25,10,46660,"Valdosta, GA Metropolitan Statistical Area"
2012-2016,13,175,1,103074600,2661780,9664770,91672680.00000001,53973750.00000001,22925940.000000004,12104550.000000002,30046590.000000004,47802,28106,17500,1204,0.2774581310290249,0.15040746048381923,37331.520000000004,22006.86,244.70000000000002,648.1,2,46.8,NA,NA
2012-2016,13,177,1,34451070,2740590,4847370.000000001,39039810.00000001,32412000.000000004,3576420.0000000005,13807290,23518680,29134,21331,5679,779,0.11908418759152767,0.046790728,69704.67000000001,31274.250000000004,134.75,741.5,0.25,39,10500,"Albany, GA Metropolitan Statistical Area"
2012-2016,13,179,1,88918770,4648680,13124640.000000002,94106910,69293970,18724590,22852680,43801710.00000001,63949,26383,26397,7706,0.16932031908684092,0.082414553,47157.240000000005,22272.15,401.08333333333337,586,1,50,25980,"Hinesville-Fort Stewart, GA Metropolitan Statistical Area"
2012-2016,13,181,0,12519690,693750.0000000001,961260.0000000001,13310010.000000002,9477180,2741700.0000000005,3765120.0000000005,6055050,7712,5036,2497,109,0.2536298234139961,0.12701111837802484,38539.200000000004,26176.020000000004,45,99.75,0.25,8.5,NA,NA
2012-2016,13,183,0,13718490.000000002,609390.0000000001,2213340,16089450,10226430,5372400.000000001,4996110.000000001,7437000.000000001,17243,10169,3944,2031,0.16185681671837499,0.078440555,56441.280000000006,21285.36,77.28571428571429,137,0.2857142857142857,11.142857142857142,25980,"Hinesville-Fort Stewart, GA Metropolitan Statistical Area"
2012-2016,13,187,0,34802940,630480,5666550,39014280.00000001,28885530.000000004,6622260,11387490.000000002,21139950,31094,28283,595,1430,0.2163854934841903,0.089167256,45103.740000000005,24213.54,108.25,196.875,0.125,25.5,NA,NA
2012-2016,13,189,1,41297550,106560,4122540,42992520.00000001,24465510.000000004,8817840,7140630.000000001,17398140.000000004,21558,11752,8796,601,0.26058923192771083,0.11441076807228916,41093.310000000005,21641.670000000002,131.5,249.25,1.5,16,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
2012-2016,13,191,0,23341080,1979130,3761790.0000000005,25181460.000000004,17671200,6393600,8725710.000000002,12687300.000000002,13941,8574,4898,195,0.2013432512457572,0.055607712861991766,50225.280000000006,26446.86,117,270.4,0.6000000000000001,34.800000000000004,15260,"Brunswick, GA Metropolitan Statistical Area"
2012-2016,13,193,0,18210660,728160.0000000001,2479740.0000000005,17713380,13038060.000000002,3323340,5904090,9591510,13846,4551,8188,556,0.3255639097744361,0.1216374269005848,31396.350000000002,15583.29,42.0625,122.875,0.0625,7.25,NA,NA
2012-2016,13,195,0,25214760.000000004,1497390,2458650,23398800.000000004,20260830,2739480,9696960.000000002,16021740.000000002,28362,23656,2468,1315,0.1609629286706314,0.07980485,50019.93000000001,24290.13,146.25,331.375,0.25,18,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
2012-2016,13,197,0,7198350,279720,834720,7985340.000000001,6470190.000000001,618270.0000000001,2487510,4456650.000000001,8646,5129,3126,141,0.2522871217452498,0.13617171006333567,39387.240000000005,19449.420000000002,38,32.833333333333336,0,5.5,17980,"Columbus, GA-AL Metropolitan Statistical Area"
2012-2016,13,201,0,11279820.000000002,1080030.0000000002,1359750.0000000002,10637130.000000002,7843260.000000001,2006880,3005880,5090460,5911,4064,1796,6,0.2514395393474088,0.11202233467108708,40473.93,23413.230000000003,25.125,54,0.25,10.5,NA,NA
2012-2016,13,205,1,91939080,3070260,5636580.000000001,78300510.00000001,33749550,4092570,13719600,19005420.000000004,22778,10559,10842,998,0.2986063401707724,0.1312690156050643,34533.21000000001,16679.97,80.75,184.25,0.25,18.333333333333336,NA,NA
2012-2016,13,207,0,57755520.00000001,3094680.0000000005,6640020,57261570.00000001,41724900,4751910.000000001,18511470,32508570.000000004,27044,19486,6463,628,0.1324783013019219,0.058973962,56193.75000000001,32248.83,50.5,303.625,0.625,34,31420,"Macon, GA Metropolitan Statistical Area"
2012-2016,13,209,0,8485950,450660,934620.0000000001,8682420,6909750.000000001,1169940,2932620.0000000005,5047170,9005,5835,2368,574,0.22820014573718728,0.13067767792081614,42303.21000000001,21235.410000000003,2.5,3,0,1,NA,NA
2012-2016,13,211,0,36313650,1819290.0000000002,3831720.0000000005,35024940,25831920.000000004,4617600,9758010,20257500,17943,12872,4239,556,0.1327019561418344,0.053385196,60501.66,29190.780000000002,67.875,196.5,0.125,21,NA,NA
2012-2016,13,213,1,35715360,1938060.0000000002,4022640.0000000005,37026270.00000001,29056470,4002660.0000000005,9070920,22141170.000000004,39358,32971,387,5496,0.18830282904728807,0.079671532,42330.96000000001,19820.160000000003,201.91666666666666,539.0833333333334,0.083333333,18.333333333333332,19140,"Dalton, GA Metropolitan Statistical Area"
2012-2016,13,215,5,450222660.00000006,30882420.000000004,54060330,426178950,264317640,128774430.00000001,110598180.00000001,149834460.00000003,200303,83631,90256,14805,0.20913686477670146,0.091206591,47353.71000000001,26359.170000000002,1918.3333333333333,5406.444444444444,9,214.22222222222223,17980,"Columbus, GA-AL Metropolitan Statistical Area"
2012-2016,13,217,2,180641400.00000003,14618700,17724480.000000004,178060650.00000003,97487970.00000001,10023300.000000002,37296e3,67207170.00000001,103901,51547,44682,5097,0.17039283792378063,0.073978768,56685.48,24950.58,237.1875,654.1875,1.1875,54.25,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,219,2,46868640.00000001,3566430.0000000005,4518810,46204860,36381360,4870680,12998100,28349400,35071,29866,2056,1630,0.071393685,0.024334185652311317,84300.06000000001,41129.94,52.5,265.5,0,27,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
2012-2016,13,221,0,9311790,915750.0000000001,1106670,9484950,8997660.000000002,452880.00000000006,4100340,6626700.000000001,14743,11216,2464,590,0.17907582613464967,0.050665021253256545,49287.33,23295.570000000003,197.25,374.75,0.25,19,12020,"Athens-Clarke County, GA Metropolitan Statistical Area"
2012-2016,13,223,4,136588830.00000003,6058380,19013190.000000004,146341290,112036740,15840810.000000002,44983860,86823090.00000001,149830,110481,27438,8434,0.10740628677088586,0.047026390990082365,67677.81000000001,28477.050000000003,574,1040.75,0.6666666666666666,69,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,225,0,67688910,6134970,6763230.000000001,65036010.00000001,37409220,4487730.000000001,14165820.000000002,26500140.000000004,26907,12320,12179,1950,0.21017359709325797,0.089866774,45652.08,23028.06,96.5,218.25,0.3125,29.5,NA,NA
2012-2016,13,227,2,45132600.00000001,2599620.0000000005,5819730.000000001,41888070.00000001,34034820,4164720.0000000005,12034620,24105870.000000004,29992,28117,359,913,0.10274156699368364,0.026978900685391747,63013.590000000004,31787.070000000003,129.14285714285714,272.57142857142856,0.2857142857142857,28.857142857142858,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area"
2012-2016,13,229,0,16714380.000000002,1217670,1540680,16483500,12904860,2324340,5406810,10452870,19030,15989,1572,970,0.19935384778348605,0.075260844,47430.3,26051.7,86.3,120.3,0.30000000000000004,10.8,NA,NA
2012-2016,13,233,2,52623990.00000001,3876120.0000000005,9096450,58015260,43588590.00000001,10467300.000000002,17001870.000000004,32587380.000000004,41263,29726,5069,5287,0.20144923988347327,0.076770545,43685.16,23956.02,257.6875,629.25,0.375,22.25,NA,NA
