year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,exp_welfare,rev_tot,rev_fines,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_pct_men_15_34,pop_wht,pop_blk,pop_ami,pop_api,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname,dissim_bw,dissim_wl
2007-2011,05,103,0,24875640,479880,3271120,0,28958960,533200,15373520,6935320,3287240,10406080,26137,0.1113746795730191,14697,10448,79,51,423,0.20783202670185516,0.07960102460607002,40929.92,23657.96,160.25,282.6666666666667,0.6666666666666666,12.666666666666666,NA,NA,NA,NA
2007-2011,05,109,1,8622960,405480,691920,0,9998120,405480,7266400,2311360,979600,3868800,11288,0.13022678951098512,9950,398,128,16,693,0.19352219415373512,0.06162035366293757,40246.68,21819.04,23.583333333333332,35.166666666666664,0,4.666666666666666,NA,NA,NA,NA
2007-2011,05,111,0,19596960,742760,3865080,0,22284040,954800,13582960,4933960,3181840,9649680,24622,0.12232962391357323,21923,1694,54,49,543,0.2604776739356179,0.08174454828660437,39604.36,21097.36,72.91666666666667,134.75,0.16666666666666666,7.333333333333333,27860,"Jonesboro, AR Metropolitan Statistical Area",43.28,30.81
2007-2011,05,113,1,38221760,554280,1837680,0,39083560,427800,32774440.000000004,3736120,1164360,6379800,20524,0.10611966478269343,18489,36,381,36,1130,0.2017042655895971,0.08570584178898631,40169.8,22725.48,109.625,195,0.375,12,NA,NA,NA,NA
2007-2011,05,115,1,61688760,203359.99999999997,11947400,465e3,74573600,2342360,52755800,11881680,4981080,33095600,61166,0.1562959814275905,53388,2027,484,556,3891,0.18905396954177442,0.06084884133664621,50003,24946.32,132.41666666666666,329.375,0.125,17.5,NA,NA,NA,NA
2007-2011,05,117,0,12742240,328600,1395e3,9920,13132840,643560,6800160,2711880,2019960,4139120,8768,0.1052691605839416,7486,1127,0,12,88,0.17235376044568246,0.08681522748375116,44880.56,23192.96,14.583333333333334,39.75,0.08333333333333333,5,NA,NA,NA,NA
2007-2011,05,119,15,997764760,22406800,108039960,0,963403120,19770560,677270640,151613560,107388960,358455480,379981,0.14056492298299125,212602,132201,1029,7523,20636,0.16735210799985006,0.07043445199500913,56912.28,34305.84,1577.906976744186,2458.6046511627906,4.906976744186046,99.37209302325581,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",57.97,39.73
2007-2011,05,125,0,108188760,6660040,14610920,0,104136440,2741640,59665080,10017960,14500560,40383080,105033,0.12338027096245942,93817,4742,583,986,3726,0.09079111748128492,0.040645367474021636,65697.68,31517.079999999998,414.7,1058.4,0.5,42,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",57.97,39.73
2007-2011,05,127,0,8591960,0,1464440,0,9628600,241800,4552040,3887400,1024240,2807360,11232,0.1261574074074074,9623,30,171,476,765,0.2276777595926532,0.07801418439716312,48248.4,21944.28,83,110.25,0.375,8.5,NA,NA,NA,NA
2007-2011,05,129,0,6064840,12400,906439.9999999999,0,7033280,111600,4612800,1984e3,2506040,3452160,8192,0.0980224609375,7808,0,54,29,115,0.22067349204391268,0.08708523498211422,36436.159999999996,18665.72,27.25,26.5,0,7,NA,NA,NA,NA
2007-2011,05,131,2,270527080,9772440,19366320,267840,266074240,5256360,185827639.99999997,49147400,27380440,124316200,124961,0.13469002328726562,91649,7378,951,5048,14809,0.19478706829394962,0.07218904180732277,50443.2,28737,788.8823529411765,1310.7058823529412,1.1176470588235294,52.47058823529412,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",50.36,48.29
2007-2011,05,133,0,16087760,1019280,2267960,7439.999999999999,16918560,850640,12388840,3098759.9999999995,1599600,7578880,16841,0.13562140015438512,10452,716,223,113,5011,0.2126102345671606,0.06881036654868318,43758.36,19465.52,62.625,217.5,0.125,12.5,NA,NA,NA,NA
2007-2011,05,135,0,16563919.999999998,0,2182400,0,17402160,427800,9391760,7665680,1202800,5733760,17386,0.0980098930173703,16543,76,103,92,267,0.24032907404165937,0.08512748701791237,36691.6,20021.04,20,50.35,0.05,4.5,NA,NA,NA,NA
2007-2011,05,137,0,7074200,107880,1324320,19840,7210600,217e3,5248920,1832720,1140800,3841520,12395,0.10028237192416296,12129,7,6,23,162,0.2237487733071639,0.09829898593392214,38891.36,21315.6,44.375,65.875,0.125,8.5,NA,NA,NA,NA
2007-2011,05,139,0,63403680,2948720,5718880,7439.999999999999,68037560,1345400,44289080,17453e3,7028320,29763720,41879,0.12125408916163233,25964,13751,104,262,1393,0.21956558752705957,0.09940894607545059,46864.56,26527.32,412.625,853.25,1.5,38.5,NA,NA,NA,NA
2007-2011,05,147,0,18116400,0,1584720,6683600,17129360,354640,7699160,5732519.999999999,1044079.9999999999,2720560,7379,0.10435018295161946,5113,2117,5,8,34,0.23086522462562395,0.13935108153078202,33538.28,23767.079999999998,19.444444444444443,30,0,6,NA,NA,NA,NA
2007-2011,05,149,0,18339600,543120,3454640,13640,19739560,646040,9979520,5856519.999999999,2419240,6709640,21995,0.1285292111843601,16988,265,30,295,4068,0.18497457235321313,0.05700416088765603,46471.48,21535.079999999998,45.05263157894737,67.26315789473684,0.05263157894736842,6.684210526315789,NA,NA,NA,NA
2007-2011,06,001,41,7510868479.999999,307501400,754144440,714939360,8363454040,72475520,4939745840,2142478200.0000002,1751080880,2682602360,1494876,0.1449223882114637,517548,186326,7102,403818,332103,0.11787121679860207,0.05440812183846859,87818.04,43321.88,1399.0972222222222,3109.4305555555557,7.902777777777778,176.11111111111111,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",56.63,48.32
2007-2011,06,003,0,22136480,493520,2611440,1688879.9999999998,19682520,62e3,10437080,9245440,6073519.999999999,7596240,1167,0.0908311910882605,765,0,237,60,82,0.15192135835567472,0.08042895442359249,73182.31999999999,36674.24,28,69.75,0.5,12,NA,NA,NA,NA
2007-2011,06,005,0,132792840,6746840,15075920,9281400,120271319.99999999,3433560,63713680,53920159.99999999,28430720,39618e3,38244,0.11905135446083046,30589,870,889,611,4677,0.10016337442447645,0.03787316203772464,69663.2,34757.2,120.1875,214.5625,0.125,17.5,NA,NA,NA,NA
2007-2011,06,007,4,742776120,34903520,59775440,166111639.99999997,731880240,4344960,317025840,404561160,144026e3,209406240,219309,0.16014390654282315,165531,3353,2513,9719,30476,0.19787445129769848,0.08366481660005803,53284.04,29054.44,458.6666666666667,1003.7916666666666,1.375,46.666666666666664,17020,"Chico, CA Metropolitan Statistical Area",32.85,24.74
2007-2011,06,009,0,121517520,4291640,11833320,16345680,138081440,1500400,66884360,68888200,28389800,39894520,45794,0.09769838843516618,38272,496,571,617,4688,0.0834074535266388,0.04122565151649916,68517.44,35547.08,317.25,354.875,0.5,34,NA,NA,NA,NA
2007-2011,06,011,0,85796840,5292320,8723400,8992480,85561240,1677720,39314200,44618920,16379160,23419880,21297,0.14213269474573884,8735,203,288,293,11460,0.14442378295904257,0.04949220426262337,61451.92,26376.04,86.75,168.91666666666666,0.25,16,NA,NA,NA,NA
2007-2011,06,013,24,4647293080,156953e3,421153600,483383e3,5181947600,20219440,3021427400,1186944119.9999998,1103526840,1517404119.9999998,1037817,0.12691832953208515,503705,94782,4375,152675,248089,0.09876680077136947,0.04195853159726578,98127.4,47294.84,563.4166666666666,1622.5972222222222,4.458333333333333,93.72222222222223,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",56.63,48.32
2007-2011,06,015,2,93379440,7587560,5803200,23118560,96214080,1060200,30626760,62799800,12390080,18044480,28561,0.1615839781520255,18704,937,1571,1162,5003,0.21185899992024881,0.08505462955578595,46609.12,23866.28,183.75,280.625,0.75,22,NA,NA,NA,NA
2007-2011,06,017,5,531409439.99999994,29747600,51903920,49529320,510449720,3622040,308834400,199033639.99999997,140523e3,202054280,179878,0.1119703354495825,144557,1367,1802,6427,21222,0.08402843867211554,0.03491014947097352,85330.6,42637.4,561.3333333333334,905.0833333333334,1.5,79.33333333333333,40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",54.45,38.85
2007-2011,06,019,26,3231921120,131307320,333383920,612238840,3900525400,24964920,1432859680,1279804e3,500542120,824045720,920623,0.15978093095653703,306388,46522,8894,88596,458069,0.2338348404387864,0.09690069716317162,58159.72,25591.12,1053.3214285714287,2596.839285714286,4.803571428571429,115.21428571428572,23420,"Fresno, CA Metropolitan Statistical Area",49.48,46.49
2007-2011,06,021,0,129969360,6553400,11064520,25722560,126053440,2081960,42155040,82824560,16105119.999999998,22941240,28027,0.13401362971420416,15841,261,768,654,10270,0.18764983654195422,0.06047947693425354,53616.36,26354.96,96.41666666666667,189.5,0.3333333333333333,16.333333333333336,NA,NA,NA,NA
2007-2011,06,023,7,434367040,21453240,35294120,80779800,451104560,3674120,183744440,253643240,71216920,107543960,133585,0.16007785305236366,103777,1590,7718,3583,12771,0.18423066517218722,0.08009894484597843,50066.24,30019.16,211.5,444.97058823529414,0.5882352941176471,23.41176470588235,NA,NA,NA,NA
2007-2011,06,025,3,709842960,23209079.999999996,50980120,98613480,833401520,8172840,365305240,340453160,83552440,138778320,171343,0.16558015209258622,24364,5985,3020,2840,136376,0.23256954489300546,0.08815952024732591,48858.48,20575.32,164.90322580645162,741.6451612903226,0.5806451612903225,35.225806451612904,20940,"El Centro, CA Metropolitan Statistical Area",54.97,40.91
2007-2011,06,027,0,107919680,7751240,9525680,7590040,115292720,2115440,54046640,58767320,18353240,34541440,18457,0.11036463130519586,12307,204,1846,337,3445,0.11740354363305183,0.047303637467571893,61468.04,34139.68,93.25,142.375,0.25,26,NA,NA,NA,NA
2007-2011,06,029,26,2844318200,136067680,218616960,430727640,3675062400,24170079.999999996,1560149400,1460196720,565473480,765376360,829254,0.16699949593248872,325055,47008,9132,34093,402444,0.21415396967872172,0.08806148586635561,59546.04,25007.079999999998,931.2173913043478,2701.217391304348,5.543478260869565,90.04347826086956,12540,"Bakersfield-Delano, CA Metropolitan Statistical Area",50.33,52.33
2007-2011,06,031,1,409987400,26776560,44012560,65938240.00000001,404736e3,1109800,195994400,192543480,82579040,112507680,152335,0.19640922965831883,54952,10988,1927,6104,76401,0.19297946601258273,0.08270654405062729,60559.12,22687.04,345.5,712.4375,1.125,44.75,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",38.91,35.58
2007-2011,06,033,2,202816880,13940080,18817e3,39740760,204423920,1427240,95141480,106667280,44113e3,59124440,64392,0.1147968691762952,47937,1440,2031,881,10784,0.21378395870495193,0.07038785142622614,49011,27575.12,357.8333333333333,546.3333333333334,1.5,31.333333333333332,NA,NA,NA,NA
2007-2011,06,035,0,104441480,9526920,6889440,17858480,106275440,1732280,34000800,63945560,14417480,19434520,35001,0.2573355046998657,23314,3048,1300,626,6075,0.14640963459246167,0.052612109005713344,65080.159999999996,23980.36,183.25,220.25,0.375,23.5,NA,NA,NA,NA
2007-2011,06,037,218,51859934720,1565983600,5134926800,5666322600,65432241880,626125600,29713203640,14251994560,10183852160,15911217480,9787747,0.15463344117905786,2749159,844048,49329,1374092,4644328,0.1625716800857047,0.06651496717560738,69769.84,34662.96,1887.6409090909092,3689.1045454545456,11.413636363636364,442.1090909090909,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",64.99,63.35
2007-2011,06,037,218,51859934720,1565983600,5134926800,5666322600,65432241880,626125600,29713203640,14251994560,10183852160,15911217480,9787747,0.15463344117905786,2749159,844048,49329,1374092,4644328,0.1625716800857047,0.06651496717560738,69769.84,34662.96,1887.6409090909092,3689.1045454545456,11.413636363636364,442.1090909090909,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",64.99,63.35
2007-2011,06,039,0,423760080,24409400,28976320,68970040,368112600,3154560,178535200,182883880,74279720,106860720,149611,0.14148023875249816,58157,4962,2541,3735,79037,0.1980294723634212,0.08385436346396515,59177.76,23333.079999999998,528.6666666666666,976.25,2.3333333333333335,52.333333333333336,31460,"Madera-Chowchilla, CA Metropolitan Statistical Area",55.64,48.35
2007-2011,06,041,3,1106981480,36762280,102498400,68454200,1241943080,8759360,654991559.9999999,268907640,360903240,466242480,250666,0.10155745095066743,184503,7481,793,14503,37344,0.07228646951924665,0.03507764744754667,111110.2,67710.2,159.75,432.8541666666667,0.29166666666666663,39.5,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",54.13,50.11
2007-2011,06,043,0,62321159.99999999,4116800,713e4,10688800,65377760,481120,31962239.999999996,33249360,9332240,23429800,18290,0.08922908693275014,15209,180,335,250,1727,0.14357987352213364,0.06367885620016497,60975.76,33739.159999999996,154,283.75,0.25,38,NA,NA,NA,NA
2007-2011,06,045,6,394174920,16298560,26522360,67034399.99999999,497066400,2968560,159919080,179881840,71117720,102881560,87525,0.1274950014281634,60561,949,4273,1756,18964,0.17792923771197283,0.07375142478308404,55213.48,29245.4,313.875,356.4375,1.375,34,NA,NA,NA,NA
2007-2011,06,047,2,910930040,39160440,68402120,170862080,1020993679.9999999,8966440,429490120,420431920,172255840,232853400,253606,0.16076118072916257,82235,9837,2617,19421,137974,0.2303119939717506,0.0880509194683597,54491.8,22696.96,509.5357142857143,1168.9285714285716,3.2142857142857144,47.714285714285715,32900,"Merced, CA Metropolitan Statistical Area",32.04,30.48
2007-2011,06,049,0,61826400,1505360,3423640,6420720,59645240,207080,24405680,34480680,7201920,8681240,9587,0.10451653280483988,7570,108,327,81,1290,0.19756309834638816,0.10324194952132289,43898.48,25753.56,56.125,74.5,0.125,10,NA,NA,NA,NA
2007-2011,06,051,0,11036e4,2581680,11266640,7219280,112696160,788640,73905240,38790920,29778600,52248640,14016,0.181435502283105,9623,180,633,125,3613,0.11187904967602592,0.03290136789056875,74981.56,35698.36,74.625,179.75,0,24,NA,NA,NA,NA
2007-2011,06,053,7,1517391720,74645520,148087e3,161657560,1685176119.9999998,13450280,954826040,722223120,317601200,543839200,411385,0.16446637577937942,138147,12848,3826,27360,224435,0.15083088581200493,0.05347929460528156,74073.88,31629.92,356.96666666666664,764.0166666666667,2.65,50.6,41500,"Salinas, CA Metropolitan Statistical Area",51.63,60.91
2007-2011,06,055,3,609839440,25764720,65498040,36684159.99999999,641602040,5029440,384976600,217809720,148308960,231619600,135377,0.13269610051929057,77582,2710,982,9650,42603,0.09783869427113735,0.04141428690556512,85114.84,43783.159999999996,271.3,619.25,0.45,39.4,34900,"Napa, CA Metropolitan Statistical Area",58.76,30.13
2007-2011,06,057,0,296595600,18875280,28935400,32488e3,295868960,2369640,173193280,119622800,69969480,102421520,98392,0.10653305146759899,85453,522,1184,1558,8185,0.103372539359977,0.04405033150645565,72015.48,39192.68,181.75,339.625,0.3125,34.25,NA,NA,NA,NA
2007-2011,06,059,47,10214457840,397267480,1311497160,994600280,11337055880,113794800,6177312960,3152639239.9999995,2368183e3,3680171200,2989948,0.14560453894181438,1339135,49513,12548,541830,994279,0.10855344497383997,0.04589436944611739,93944.88,42675.84,806.0652173913044,2308.108695652174,2.652173913043478,121.78260869565217,42044,"Santa Ana-Anaheim-Irvine, CA Metropolitan Division",34.87,54.13
2007-2011,06,061,6,1875336320,52424720,129958200,117063440,1724842480,11902760,1122300440,393629320,337656960,518766400,343554,0.11877026610081676,262970,4587,2654,21265,43268,0.07205918141755094,0.03168422503247296,92559.8,44122.92,462.5,1551.7,0.75,93.2,40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",54.45,38.85
2007-2011,06,063,0,88661240,3922120,8139360,11193480,87787040,677040,41117159.99999999,45708880,15955080,22803600,20192,0.09786053882725831,17254,274,559,226,1617,0.1347614019208528,0.07507416905516166,54747.24,34848.96,264.75,333,1.25,33,NA,NA,NA,NA
2007-2011,06,067,21,5719247040,320386240,551480080,952473760,6551978960,44207240,2937531480,2201385640,943198559.9999999,1617509320,1408480,0.14717283880495285,690766,144018,13019,215678,298709,0.1489921851800885,0.06232807758327238,70125.72,33703.2,1555.5813953488373,4679.441860465116,7.674418604651163,899.8372093023256,40900,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",54.45,38.85
2007-2011,06,069,2,166771320,9213200,13401920,18183360,159756639.99999997,1652920,86352360,67545280,43292120,52354040,54873,0.13963151276584113,21175,728,693,1336,30497,0.11318300881065338,0.035389152455443,81306.8,32612,298.125,586.5,1.125,29.5,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",38.59,47.62
2007-2011,06,071,79,7583986320,281933840,799246960,996730600,9222932760,45665480,4559749080,2982942760,1632223160,2387517080,2023452,0.15634914986864032,685741,176209,20762,132975,984022,0.1603387625971462,0.06973691130719034,69257.72,27195.68,1167.8833333333334,2691.4166666666665,6.5,210.26666666666668,40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",43.96,42.36
2007-2011,06,073,39,11299941440,395357880,1194571360,1302518320,13503192040,118328240,6517234160,3932714560,2626297680,3916202719.9999995,3060849,0.16485622126410027,1500123,154076,20597,347580,967858,0.1301477827880468,0.06031161724231031,79182.68,38384.2,2095.714285714286,4961.214285714286,5.607142857142857,324.2857142857143,41740,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",48.37,49.61
2007-2011,06,075,15,8756428640,226674480,427890520,729417600,11670062840,12297080,4928980160,2484078360,1463111960,2991558280,797983,0.16300096618599644,334808,49260,3733,270566,119029,0.12302391697496463,0.05818030697200345,90454.28,58003.48,2378.5,7320,14.9,419.4,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",54.13,50.11
2007-2011,06,077,15,2718790520,105189200,255178360,379006e3,3101116e3,13801200,1555617200,1043722880,531305280,797620080,680277,0.14845864258235983,248594,50400,6782,101329,260636,0.1665225700422366,0.06177309518045659,66667.36,28342.68,1576.84375,3779.375,6.0625,122,44700,"Stockton, CA Metropolitan Statistical Area",45.2,34.06
2007-2011,06,079,0,976676080,33148920,88574440,122112720,1039715200,9245440,585205600,312589120,267403520.00000003,392962200,267871,0.16834595756912843,191177,5882,2625,8973,54537,0.1321963311849281,0.06875954387704512,72701.2,37452.96,214.25,590.775,0.45,39.6,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",47.34,28.36
