year,race,sex,age,pop
2004,white,Male,25-29,5670421
2004,white,Male,30-34,6510373
2004,white,Male,35-39,7086023
2004,white,Male,40-44,8047754
2004,white,Male,45-49,7903008
2004,white,Male,5-9,6025388
2004,white,Male,50-54,7103502
2004,white,Male,55-59,6048855
2004,white,Male,60-64,4647827
2004,white,Male,65-69,3678909
2004,white,Male,70-74,3206098
2004,white,Male,75-79,2659091
2004,white,Male,80-84,1773665
2004,white,Male,85+,1164437
2005,amind,Female,0,30480
2005,amind,Female,1-4,117295
2005,amind,Female,10-14,168621
2005,amind,Female,15-19,163054
2005,amind,Female,20-24,143543
2005,amind,Female,25-29,122991
2005,amind,Female,30-34,125028
2005,amind,Female,35-39,125167
2005,amind,Female,40-44,130824
2005,amind,Female,45-49,118136
2005,amind,Female,5-9,143029
2005,amind,Female,50-54,97398
2005,amind,Female,55-59,73618
2005,amind,Female,60-64,50693
2005,amind,Female,65-69,36994
2005,amind,Female,70-74,27061
2005,amind,Female,75-79,19631
2005,amind,Female,80-84,12812
2005,amind,Female,85+,10392
2005,amind,Male,0,31268
2005,amind,Male,1-4,120218
2005,amind,Male,10-14,170919
2005,amind,Male,15-19,174726
2005,amind,Male,20-24,158238
2005,amind,Male,25-29,131629
2005,amind,Male,30-34,125824
2005,amind,Male,35-39,122745
2005,amind,Male,40-44,126478
2005,amind,Male,45-49,112468
2005,amind,Male,5-9,148552
2005,amind,Male,50-54,91497
2005,amind,Male,55-59,69190
2005,amind,Male,60-64,47163
2005,amind,Male,65-69,32841
2005,amind,Male,70-74,21858
2005,amind,Male,75-79,14154
2005,amind,Male,80-84,8014
2005,amind,Male,85+,4903
2005,asian,Female,0,103145
2005,asian,Female,1-4,400233
2005,asian,Female,10-14,466654
2005,asian,Female,15-19,480771
2005,asian,Female,20-24,578429
2005,asian,Female,25-29,650797
2005,asian,Female,30-34,675896
2005,asian,Female,35-39,606925
2005,asian,Female,40-44,577295
2005,asian,Female,45-49,531641
2005,asian,Female,5-9,465381
2005,asian,Female,50-54,468047
2005,asian,Female,55-59,367316
2005,asian,Female,60-64,258736
2005,asian,Female,65-69,202978
2005,asian,Female,70-74,164524
2005,asian,Female,75-79,124046
2005,asian,Female,80-84,79126
2005,asian,Female,85+,58732
2005,asian,Male,0,108732
2005,asian,Male,1-4,411396
2005,asian,Male,10-14,492409
2005,asian,Male,15-19,506576
2005,asian,Male,20-24,583124
2005,asian,Male,25-29,607444
2005,asian,Male,30-34,637136
2005,asian,Male,35-39,560158
2005,asian,Male,40-44,525075
2005,asian,Male,45-49,469098
2005,asian,Male,5-9,467866
2005,asian,Male,50-54,399492
2005,asian,Male,55-59,312499
2005,asian,Male,60-64,224591
2005,asian,Male,65-69,171867
2005,asian,Male,70-74,123264
2005,asian,Male,75-79,86970
2005,asian,Male,80-84,55101
2005,asian,Male,85+,35276
2005,black,Female,0,310300
2005,black,Female,1-4,1233915
2005,black,Female,10-14,1793885
2005,black,Female,15-19,1665568
2005,black,Female,20-24,1571506
2005,black,Female,25-29,1415617
2005,black,Female,30-34,1460706
2005,black,Female,35-39,1479799
2005,black,Female,40-44,1572854
2005,black,Female,45-49,1450410
2005,black,Female,5-9,1570808
2005,black,Female,50-54,1225243
2005,black,Female,55-59,934852
2005,black,Female,60-64,697668
2005,black,Female,65-69,564536
2005,black,Female,70-74,462599
2005,black,Female,75-79,374017
2005,black,Female,80-84,260441
2005,black,Female,85+,232605
2005,black,Male,0,320836
2005,black,Male,1-4,1273755
2005,black,Male,10-14,1853308
2005,black,Male,15-19,1716424
2005,black,Male,20-24,1546418
2005,black,Male,25-29,1268919
2005,black,Male,30-34,1296310
2005,black,Male,35-39,1313871
2005,black,Male,40-44,1388885
2005,black,Male,45-49,1277621
2005,black,Male,5-9,1623808
2005,black,Male,50-54,1053416
2005,black,Male,55-59,783212
2005,black,Male,60-64,555039
2005,black,Male,65-69,427949
2005,black,Male,70-74,318213
2005,black,Male,75-79,223941
2005,black,Male,80-84,134816
2005,black,Male,85+,84728
2005,latino,Female,0,421464
2005,latino,Female,1-4,1564739
2005,latino,Female,10-14,1730412
2005,latino,Female,15-19,1544810
2005,latino,Female,20-24,1600172
2005,latino,Female,25-29,1598779
2005,latino,Female,30-34,1569335
2005,latino,Female,35-39,1421477
2005,latino,Female,40-44,1287004
2005,latino,Female,45-49,1040969
2005,latino,Female,5-9,1693645
2005,latino,Female,50-54,819792
2005,latino,Female,55-59,629907
2005,latino,Female,60-64,461045
2005,latino,Female,65-69,368256
2005,latino,Female,70-74,294043
2005,latino,Female,75-79,226474
2005,latino,Female,80-84,145686
2005,latino,Female,85+,113799
2005,latino,Male,0,436860
2005,latino,Male,1-4,1633101
2005,latino,Male,10-14,1811796
2005,latino,Male,15-19,1721438
2005,latino,Male,20-24,1924142
2005,latino,Male,25-29,1877017
2005,latino,Male,30-34,1757170
2005,latino,Male,35-39,1549729
2005,latino,Male,40-44,1355739
2005,latino,Male,45-49,1057996
2005,latino,Male,5-9,1772137
2005,latino,Male,50-54,793793
2005,latino,Male,55-59,582094
2005,latino,Male,60-64,398462
2005,latino,Male,65-69,301808
2005,latino,Male,70-74,224401
2005,latino,Male,75-79,160142
2005,latino,Male,80-84,94629
2005,latino,Male,85+,55683
2005,white,Female,0,1096827
2005,white,Female,1-4,4396993
2005,white,Female,10-14,6284134
2005,white,Female,15-19,6388590
2005,white,Female,20-24,6296991
2005,white,Female,25-29,5690896
2005,white,Female,30-34,6210180
2005,white,Female,35-39,6819952
2005,white,Female,40-44,7994437
2005,white,Female,45-49,8043350
2005,white,Female,5-9,5630368
2005,white,Female,50-54,7389143
2005,white,Female,55-59,6542256
2005,white,Female,60-64,5169656
2005,white,Female,65-69,4197654
2005,white,Female,70-74,3791718
2005,white,Female,75-79,3577151
2005,white,Female,80-84,2919358
2005,white,Female,85+,2751056
2005,white,Male,0,1154346
2005,white,Male,1-4,4619982
2005,white,Male,10-14,6639542
2005,white,Male,15-19,6740595
2005,white,Male,20-24,6442997
2005,white,Male,25-29,5742966
2005,white,Male,30-34,6301916
2005,white,Male,35-39,6874826
2005,white,Male,40-44,7967035
2005,white,Male,45-49,7963573
2005,white,Male,5-9,5938643
2005,white,Male,50-54,7226847
2005,white,Male,55-59,6312232
2005,white,Male,60-64,4835075
2005,white,Male,65-69,3768546
2005,white,Male,70-74,3166423
2005,white,Male,75-79,2654873
2005,white,Male,80-84,1818521
2005,white,Male,85+,1198709
2006,amind,Female,0,32194
2006,amind,Female,1-4,121519
2006,amind,Female,10-14,169961
2006,amind,Female,15-19,169747
2006,amind,Female,20-24,149042
2006,amind,Female,25-29,129604
2006,amind,Female,30-34,127757
2006,amind,Female,35-39,127550
2006,amind,Female,40-44,132941
2006,amind,Female,45-49,123829
2006,amind,Female,5-9,146923
2006,amind,Female,50-54,102506
2006,amind,Female,55-59,79331
2006,amind,Female,60-64,53731
2006,amind,Female,65-69,38740
2006,amind,Female,70-74,28491
2006,amind,Female,75-79,20445
2006,amind,Female,80-84,13362
2006,amind,Female,85+,10972
2006,amind,Male,0,32637
2006,amind,Male,1-4,124518
2006,amind,Male,10-14,171946
2006,amind,Male,15-19,181620
2006,amind,Male,20-24,164994
2006,amind,Male,25-29,138655
2006,amind,Male,30-34,128629
2006,amind,Male,35-39,125519
2006,amind,Male,40-44,129465
2006,amind,Male,45-49,117728
2006,amind,Male,5-9,152556
2006,amind,Male,50-54,96462
2006,amind,Male,55-59,74846
2006,amind,Male,60-64,49695
2006,amind,Male,65-69,34915
2006,amind,Male,70-74,22888
2006,amind,Male,75-79,14937
2006,amind,Male,80-84,8516
2006,amind,Male,85+,5185
2006,asian,Female,0,105368
2006,asian,Female,1-4,417724
2006,asian,Female,10-14,478657
2006,asian,Female,15-19,497186
2006,asian,Female,20-24,587639
2006,asian,Female,25-29,674413
2006,asian,Female,30-34,693500
2006,asian,Female,35-39,637453
2006,asian,Female,40-44,593145
2006,asian,Female,45-49,551333
2006,asian,Female,5-9,477976
2006,asian,Female,50-54,486085
2006,asian,Female,55-59,404471
2006,asian,Female,60-64,275817
2006,asian,Female,65-69,214621
2006,asian,Female,70-74,170581
2006,asian,Female,75-79,131105
2006,asian,Female,80-84,84549
2006,asian,Female,85+,64577
2006,asian,Male,0,111158
2006,asian,Male,1-4,429863
2006,asian,Male,10-14,502228
2006,asian,Male,15-19,524415
2006,asian,Male,20-24,595971
2006,asian,Male,25-29,623479
2006,asian,Male,30-34,648902
2006,asian,Male,35-39,585076
2006,asian,Male,40-44,539460
2006,asian,Male,45-49,487739
2006,asian,Male,5-9,479187
2006,asian,Male,50-54,415757
2006,asian,Male,55-59,341019
2006,asian,Male,60-64,236776
2006,asian,Male,65-69,183620
2006,asian,Male,70-74,130048
2006,asian,Male,75-79,91527
2006,asian,Male,80-84,58318
2006,asian,Male,85+,38450
2006,black,Female,0,318126
2006,black,Female,1-4,1239358
2006,black,Female,10-14,1772549
2006,black,Female,15-19,1729257
2006,black,Female,20-24,1573637
2006,black,Female,25-29,1459653
2006,black,Female,30-34,1438633
2006,black,Female,35-39,1472363
2006,black,Female,40-44,1571692
2006,black,Female,45-49,1491287
2006,black,Female,5-9,1559949
2006,black,Female,50-54,1266715
2006,black,Female,55-59,1007600
2006,black,Female,60-64,719487
2006,black,Female,65-69,578554
2006,black,Female,70-74,469009
2006,black,Female,75-79,378019
2006,black,Female,80-84,264754
2006,black,Female,85+,240390
2006,black,Male,0,329152
2006,black,Male,1-4,1279980
2006,black,Male,10-14,1832956
2006,black,Male,15-19,1781344
2006,black,Male,20-24,1561286
2006,black,Male,25-29,1310611
2006,black,Male,30-34,1273206
2006,black,Male,35-39,1307656
2006,black,Male,40-44,1388827
2006,black,Male,45-49,1317015
2006,black,Male,5-9,1612244
2006,black,Male,50-54,1093030
2006,black,Male,55-59,848277
2006,black,Male,60-64,574127
2006,black,Male,65-69,439883
2006,black,Male,70-74,325777
2006,black,Male,75-79,228210
2006,black,Male,80-84,137527
2006,black,Male,85+,88591
2006,latino,Female,0,428054
2006,latino,Female,1-4,1621366
2006,latino,Female,10-14,1775806
2006,latino,Female,15-19,1616445
2006,latino,Female,20-24,1621246
2006,latino,Female,25-29,1642056
2006,latino,Female,30-34,1606458
2006,latino,Female,35-39,1469406
2006,latino,Female,40-44,1334158
2006,latino,Female,45-49,1100136
2006,latino,Female,5-9,1726818
2006,latino,Female,50-54,863267
2006,latino,Female,55-59,678426
2006,latino,Female,60-64,485601
2006,latino,Female,65-69,382284
2006,latino,Female,70-74,304091
2006,latino,Female,75-79,237995
2006,latino,Female,80-84,154891
2006,latino,Female,85+,121575
2006,latino,Male,0,445472
2006,latino,Male,1-4,1687842
2006,latino,Male,10-14,1859268
2006,latino,Male,15-19,1789726
2006,latino,Male,20-24,1936666
2006,latino,Male,25-29,1919502
2006,latino,Male,30-34,1784283
2006,latino,Male,35-39,1598730
2006,latino,Male,40-44,1403693
2006,latino,Male,45-49,1123227
2006,latino,Male,5-9,1808781
2006,latino,Male,50-54,841524
2006,latino,Male,55-59,627490
2006,latino,Male,60-64,422256
2006,latino,Male,65-69,314496
2006,latino,Male,70-74,232406
2006,latino,Male,75-79,169147
2006,latino,Male,80-84,100736
2006,latino,Male,85+,60131
2006,white,Female,0,1072940
2006,white,Female,1-4,4385156
2006,white,Female,10-14,6151409
2006,white,Female,15-19,6422154
2006,white,Female,20-24,6291242
2006,white,Female,25-29,5806818
2006,white,Female,30-34,5968806
2006,white,Female,35-39,6704848
2006,white,Female,40-44,7821787
2006,white,Female,45-49,8090503
2006,white,Female,5-9,5562234
2006,white,Female,50-54,7538868
2006,white,Female,55-59,6838031
2006,white,Female,60-64,5325915
2006,white,Female,65-69,4255301
2006,white,Female,70-74,3756897
2006,white,Female,75-79,3531692
2006,white,Female,80-84,2937023
2006,white,Female,85+,2811941
2006,white,Male,0,1129292
2006,white,Male,1-4,4605681
2006,white,Male,10-14,6497799
2006,white,Male,15-19,6774320
2006,white,Male,20-24,6478232
2006,white,Male,25-29,5829919
2006,white,Male,30-34,6053763
2006,white,Male,35-39,6770052
2006,white,Male,40-44,7791717
2006,white,Male,45-49,8014374
2006,white,Male,5-9,5862399
2006,white,Male,50-54,7374519
2006,white,Male,55-59,6603729
2006,white,Male,60-64,4994872
2006,white,Male,65-69,3836213
2006,white,Male,70-74,3162882
2006,white,Male,75-79,2660532
2006,white,Male,80-84,1851517
2006,white,Male,85+,1251487
2007,amind,Female,0,33299
2007,amind,Female,1-4,126322
2007,amind,Female,10-14,171549
2007,amind,Female,15-19,176207
2007,amind,Female,20-24,154010
2007,amind,Female,25-29,137109
2007,amind,Female,30-34,130478
2007,amind,Female,35-39,131316
2007,amind,Female,40-44,134492
2007,amind,Female,45-49,128628
2007,amind,Female,5-9,152769
2007,amind,Female,50-54,108199
2007,amind,Female,55-59,85312
2007,amind,Female,60-64,56589
2007,amind,Female,65-69,40658
2007,amind,Female,70-74,29900
2007,amind,Female,75-79,21031
2007,amind,Female,80-84,13899
2007,amind,Female,85+,11526
2007,amind,Male,0,34270
2007,amind,Male,1-4,129271
2007,amind,Male,10-14,174029
2007,amind,Male,15-19,187817
2007,amind,Male,20-24,171339
2007,amind,Male,25-29,146709
2007,amind,Male,30-34,132327
2007,amind,Male,35-39,130234
2007,amind,Male,40-44,132238
2007,amind,Male,45-49,122889
2007,amind,Male,5-9,158141
2007,amind,Male,50-54,101548
2007,amind,Male,55-59,80263
2007,amind,Male,60-64,52463
2007,amind,Male,65-69,36792
2007,amind,Male,70-74,24077
2007,amind,Male,75-79,15588
2007,amind,Male,80-84,8890
2007,amind,Male,85+,5505
2007,asian,Female,0,106070
2007,asian,Female,1-4,428200
2007,asian,Female,10-14,494030
2007,asian,Female,15-19,514388
2007,asian,Female,20-24,596116
2007,asian,Female,25-29,702309
2007,asian,Female,30-34,708596
2007,asian,Female,35-39,670706
2007,asian,Female,40-44,610899
2007,asian,Female,45-49,566819
2007,asian,Female,5-9,497223
2007,asian,Female,50-54,510275
2007,asian,Female,55-59,434287
2007,asian,Female,60-64,294760
2007,asian,Female,65-69,226351
2007,asian,Female,70-74,177764
2007,asian,Female,75-79,136745
2007,asian,Female,80-84,90345
2007,asian,Female,85+,69872
2007,asian,Male,0,111906
2007,asian,Male,1-4,440971
2007,asian,Male,10-14,514989
2007,asian,Male,15-19,542409
2007,asian,Male,20-24,607409
2007,asian,Male,25-29,645409
2007,asian,Male,30-34,657898
2007,asian,Male,35-39,612321
2007,asian,Male,40-44,556143
2007,asian,Male,45-49,502875
2007,asian,Male,5-9,498606
2007,asian,Male,50-54,436390
2007,asian,Male,55-59,362932
2007,asian,Male,60-64,251079
2007,asian,Male,65-69,194080
2007,asian,Male,70-74,138161
2007,asian,Male,75-79,95745
2007,asian,Male,80-84,60877
2007,asian,Male,85+,41403
2007,black,Female,0,326678
2007,black,Female,1-4,1241597
2007,black,Female,10-14,1745291
2007,black,Female,15-19,1783598
2007,black,Female,20-24,1581684
2007,black,Female,25-29,1508823
2007,black,Female,30-34,1411565
2007,black,Female,35-39,1485026
2007,black,Female,40-44,1563778
2007,black,Female,45-49,1520017
2007,black,Female,5-9,1572546
2007,black,Female,50-54,1310132
2007,black,Female,55-59,1080259
2007,black,Female,60-64,743039
2007,black,Female,65-69,592001
2007,black,Female,70-74,479835
2007,black,Female,75-79,377234
2007,black,Female,80-84,270865
2007,black,Female,85+,246500
2007,black,Male,0,337086
2007,black,Male,1-4,1283747
2007,black,Male,10-14,1804779
2007,black,Male,15-19,1838852
2007,black,Male,20-24,1578664
2007,black,Male,25-29,1358655
2007,black,Male,30-34,1252301
2007,black,Male,35-39,1316137
2007,black,Male,40-44,1387611
2007,black,Male,45-49,1345420
2007,black,Male,5-9,1624718
2007,black,Male,50-54,1135007
2007,black,Male,55-59,910675
2007,black,Male,60-64,595512
2007,black,Male,65-69,450406
2007,black,Male,70-74,335191
2007,black,Male,75-79,229226
2007,black,Male,80-84,140920
2007,black,Male,85+,91732
2007,latino,Female,0,443257
2007,latino,Female,1-4,1649867
2007,latino,Female,10-14,1819403
2007,latino,Female,15-19,1692404
2007,latino,Female,20-24,1644179
2007,latino,Female,25-29,1687330
2007,latino,Female,30-34,1641771
2007,latino,Female,35-39,1526180
2007,latino,Female,40-44,1378956
2007,latino,Female,45-49,1154897
2007,latino,Female,5-9,1793547
2007,latino,Female,50-54,912723
2007,latino,Female,55-59,721623
2007,latino,Female,60-64,515901
2007,latino,Female,65-69,396992
2007,latino,Female,70-74,315079
2007,latino,Female,75-79,247186
2007,latino,Female,80-84,163791
2007,latino,Female,85+,129258
2007,latino,Male,0,459140
2007,latino,Male,1-4,1718227
2007,latino,Male,10-14,1902999
2007,latino,Male,15-19,1862388
2007,latino,Male,20-24,1953823
2007,latino,Male,25-29,1959617
2007,latino,Male,30-34,1816186
2007,latino,Male,35-39,1646511
2007,latino,Male,40-44,1454639
2007,latino,Male,45-49,1180935
2007,latino,Male,5-9,1878038
2007,latino,Male,50-54,890533
2007,latino,Male,55-59,670515
2007,latino,Male,60-64,449202
2007,latino,Male,65-69,327785
2007,latino,Male,70-74,240781
2007,latino,Male,75-79,176376
2007,latino,Male,80-84,106846
2007,latino,Male,85+,64826
2007,white,Female,0,1066615
2007,white,Female,1-4,4329106
2007,white,Female,10-14,6031671
2007,white,Female,15-19,6430696
2007,white,Female,20-24,6262795
2007,white,Female,25-29,5978851
2007,white,Female,30-34,5719508
2007,white,Female,35-39,6676220
2007,white,Female,40-44,7550038
2007,white,Female,45-49,8135094
2007,white,Female,5-9,5539088
2007,white,Female,50-54,7664791
2007,white,Female,55-59,7151584
2007,white,Female,60-64,5448700
2007,white,Female,65-69,4353200
2007,white,Female,70-74,3738858
2007,white,Female,75-79,3486940
2007,white,Female,80-84,2924649
2007,white,Female,85+,2890383
2007,white,Male,0,1123417
2007,white,Male,1-4,4549837
2007,white,Male,10-14,6374398
2007,white,Male,15-19,6778950
2007,white,Male,20-24,6486116
2007,white,Male,25-29,5985199
2007,white,Male,30-34,5814538
2007,white,Male,35-39,6746582
2007,white,Male,40-44,7533774
2007,white,Male,45-49,8057712
2007,white,Male,5-9,5830012
2007,white,Male,50-54,7501275
2007,white,Male,55-59,6899410
2007,white,Male,60-64,5126008
2007,white,Male,65-69,3934936
2007,white,Male,70-74,3170180
2007,white,Male,75-79,2660963
2007,white,Male,80-84,1867035
2007,white,Male,85+,1314924
2008,amind,Female,0,36155
2008,amind,Female,1-4,131969
2008,amind,Female,10-14,173211
2008,amind,Female,15-19,181783
2008,amind,Female,20-24,159028
2008,amind,Female,25-29,144104
2008,amind,Female,30-34,134783
2008,amind,Female,35-39,135075
2008,amind,Female,40-44,135712
2008,amind,Female,45-49,132662
2008,amind,Female,5-9,159551
2008,amind,Female,50-54,114271
2008,amind,Female,55-59,88766
2008,amind,Female,60-64,62227
2008,amind,Female,65-69,43019
2008,amind,Female,70-74,31150
2008,amind,Female,75-79,21947
2008,amind,Female,80-84,14477
2008,amind,Female,85+,12059
2008,amind,Male,0,37284
2008,amind,Male,1-4,135780
2008,amind,Male,10-14,175882
2008,amind,Male,15-19,193480
2008,amind,Male,20-24,176506
2008,amind,Male,25-29,154578
2008,amind,Male,30-34,138186
2008,amind,Male,35-39,135153
2008,amind,Male,40-44,133948
2008,amind,Male,45-49,127699
2008,amind,Male,5-9,165027
2008,amind,Male,50-54,107547
2008,amind,Male,55-59,82836
2008,amind,Male,60-64,58063
2008,amind,Male,65-69,38979
2008,amind,Male,70-74,25462
2008,amind,Male,75-79,16262
2008,amind,Male,80-84,9361
2008,amind,Male,85+,5916
2008,asian,Female,0,111074
2008,asian,Female,1-4,438784
2008,asian,Female,10-14,508463
2008,asian,Female,15-19,532706
2008,asian,Female,20-24,604884
2008,asian,Female,25-29,724221
2008,asian,Female,30-34,718890
2008,asian,Female,35-39,707704
2008,asian,Female,40-44,626743
2008,asian,Female,45-49,583002
2008,asian,Female,5-9,516124
2008,asian,Female,50-54,532571
2008,asian,Female,55-59,455761
2008,asian,Female,60-64,321794
2008,asian,Female,65-69,240007
2008,asian,Female,70-74,185611
2008,asian,Female,75-79,141761
2008,asian,Female,80-84,95466
2008,asian,Female,85+,75617
2008,asian,Male,0,117174
2008,asian,Male,1-4,452541
2008,asian,Male,10-14,526068
2008,asian,Male,15-19,562167
2008,asian,Male,20-24,616382
2008,asian,Male,25-29,663694
2008,asian,Male,30-34,660167
2008,asian,Male,35-39,642899
2008,asian,Male,40-44,567664
2008,asian,Male,45-49,518947
2008,asian,Male,5-9,517471
2008,asian,Male,50-54,456186
2008,asian,Male,55-59,379435
2008,asian,Male,60-64,271680
2008,asian,Male,65-69,204841
2008,asian,Male,70-74,146998
2008,asian,Male,75-79,99940
2008,asian,Male,80-84,63291
2008,asian,Male,85+,44908
2008,black,Female,0,341912
2008,black,Female,1-4,1259922
2008,black,Female,10-14,1716222
2008,black,Female,15-19,1829855
2008,black,Female,20-24,1597753
2008,black,Female,25-29,1542044
2008,black,Female,30-34,1408863
2008,black,Female,35-39,1497090
2008,black,Female,40-44,1543918
2008,black,Female,45-49,1535320
2008,black,Female,5-9,1582720
2008,black,Female,50-54,1364926
2008,black,Female,55-59,1121442
2008,black,Female,60-64,793799
2008,black,Female,65-69,611113
2008,black,Female,70-74,486725
2008,black,Female,75-79,378478
2008,black,Female,80-84,275592
2008,black,Female,85+,254734
2008,black,Male,0,353833
2008,black,Male,1-4,1303696
2008,black,Male,10-14,1777494
2008,black,Male,15-19,1886818
2008,black,Male,20-24,1589101
2008,black,Male,25-29,1397943
2008,black,Male,30-34,1250808
2008,black,Male,35-39,1328450
2008,black,Male,40-44,1371378
2008,black,Male,45-49,1362438
2008,black,Male,5-9,1634478
2008,black,Male,50-54,1189011
2008,black,Male,55-59,943929
2008,black,Male,60-64,640748
2008,black,Male,65-69,464596
2008,black,Male,70-74,342484
2008,black,Male,75-79,231799
2008,black,Male,80-84,143608
2008,black,Male,85+,96068
2008,latino,Female,0,461788
2008,latino,Female,1-4,1683539
2008,latino,Female,10-14,1853177
2008,latino,Female,15-19,1769156
2008,latino,Female,20-24,1666255
2008,latino,Female,25-29,1730251
2008,latino,Female,30-34,1677042
2008,latino,Female,35-39,1582582
2008,latino,Female,40-44,1415651
2008,latino,Female,45-49,1208177
2008,latino,Female,5-9,1868353
2008,latino,Female,50-54,967842
2008,latino,Female,55-59,754908
2008,latino,Female,60-64,555836
2008,latino,Female,65-69,414576
2008,latino,Female,70-74,326788
2008,latino,Female,75-79,255883
2008,latino,Female,80-84,172010
2008,latino,Female,85+,137757
2008,latino,Male,0,479838
2008,latino,Male,1-4,1753322
2008,latino,Male,10-14,1938392
2008,latino,Male,15-19,1935328
2008,latino,Male,20-24,1962737
2008,latino,Male,25-29,1997957
2008,latino,Male,30-34,1844892
2008,latino,Male,35-39,1697903
2008,latino,Male,40-44,1490364
2008,latino,Male,45-49,1238719
2008,latino,Male,5-9,1953155
2008,latino,Male,50-54,945674
2008,latino,Male,55-59,702607
2008,latino,Male,60-64,486414
2008,latino,Male,65-69,342640
2008,latino,Male,70-74,250097
2008,latino,Male,75-79,182828
2008,latino,Male,80-84,112448
2008,latino,Male,85+,70638
2008,white,Female,0,1076252
2008,white,Female,1-4,4298874
2008,white,Female,10-14,5919009
2008,white,Female,15-19,6417826
2008,white,Female,20-24,6242243
2008,white,Female,25-29,6088639
2008,white,Female,30-34,5619756
2008,white,Female,35-39,6580388
2008,white,Female,40-44,7277139
2008,white,Female,45-49,8083052
2008,white,Female,5-9,5513935
2008,white,Female,50-54,7816139
2008,white,Female,55-59,7088596
2008,white,Female,60-64,5905542
2008,white,Female,65-69,4516090
2008,white,Female,70-74,3740723
2008,white,Female,75-79,3427155
2008,white,Female,80-84,2911722
2008,white,Female,85+,2966142
2008,white,Male,0,1132687
2008,white,Male,1-4,4519538
2008,white,Male,10-14,6253124
2008,white,Male,15-19,6758697
2008,white,Male,20-24,6463110
2008,white,Male,25-29,6099267
2008,white,Male,30-34,5717378
2008,white,Male,35-39,6656647
2008,white,Male,40-44,7269822
2008,white,Male,45-49,8009745
2008,white,Male,5-9,5803797
2008,white,Male,50-54,7646011
2008,white,Male,55-59,6836492
2008,white,Male,60-64,5577559
2008,white,Male,65-69,4094374
2008,white,Male,70-74,3192454
2008,white,Male,75-79,2644310
2008,white,Male,80-84,1889101
2008,white,Male,85+,1375706
2009,amind,Female,0,38643
2009,amind,Female,1-4,139570
2009,amind,Female,10-14,176173
2009,amind,Female,15-19,186447
2009,amind,Female,20-24,163664
2009,amind,Female,25-29,152054
2009,amind,Female,30-34,139872
2009,amind,Female,35-39,138700
2009,amind,Female,40-44,136672
2009,amind,Female,45-49,136615
2009,amind,Female,5-9,168440
2009,amind,Female,50-54,120070
2009,amind,Female,55-59,93070
2009,amind,Female,60-64,67086
2009,amind,Female,65-69,46097
2009,amind,Female,70-74,32751
2009,amind,Female,75-79,22891
2009,amind,Female,80-84,15061
2009,amind,Female,85+,12677
2009,amind,Male,0,38993
2009,amind,Male,1-4,144414
2009,amind,Male,10-14,179397
2009,amind,Male,15-19,197665
2009,amind,Male,20-24,181162
2009,amind,Male,25-29,163687
2009,amind,Male,30-34,144576
2009,amind,Male,35-39,140552
2009,amind,Male,40-44,136031
2009,amind,Male,45-49,132381
2009,amind,Male,5-9,173380
2009,amind,Male,50-54,113710
2009,amind,Male,55-59,86771
2009,amind,Male,60-64,62748
2009,amind,Male,65-69,41717
2009,amind,Male,70-74,27066
2009,amind,Male,75-79,16990
2009,amind,Male,80-84,9841
2009,amind,Male,85+,6295
2009,asian,Female,0,115491
2009,asian,Female,1-4,449328
2009,asian,Female,10-14,522119
2009,asian,Female,15-19,549511
2009,asian,Female,20-24,619601
2009,asian,Female,25-29,740719
2009,asian,Female,30-34,729176
2009,asian,Female,35-39,735690
2009,asian,Female,40-44,643927
2009,asian,Female,45-49,604806
2009,asian,Female,5-9,539641
2009,asian,Female,50-54,553608
2009,asian,Female,55-59,476458
2009,asian,Female,60-64,352840
2009,asian,Female,65-69,253471
2009,asian,Female,70-74,193400
2009,asian,Female,75-79,147708
2009,asian,Female,80-84,101113
2009,asian,Female,85+,81586
2009,asian,Male,0,121826
2009,asian,Male,1-4,463137
2009,asian,Male,10-14,536999
2009,asian,Male,15-19,579222
2009,asian,Male,20-24,632377
2009,asian,Male,25-29,679527
2009,asian,Male,30-34,661614
2009,asian,Male,35-39,666589
2009,asian,Male,40-44,579828
2009,asian,Male,45-49,537866
2009,asian,Male,5-9,541851
2009,asian,Male,50-54,477161
2009,asian,Male,55-59,395918
2009,asian,Male,60-64,294675
2009,asian,Male,65-69,215479
2009,asian,Male,70-74,156375
2009,asian,Male,75-79,104894
2009,asian,Male,80-84,65918
2009,asian,Male,85+,48540
2009,black,Female,0,343420
2009,black,Female,1-4,1296651
2009,black,Female,10-14,1692101
2009,black,Female,15-19,1862208
2009,black,Female,20-24,1626821
2009,black,Female,25-29,1566372
2009,black,Female,30-34,1420164
2009,black,Female,35-39,1499322
2009,black,Female,40-44,1521526
2009,black,Female,45-49,1551511
2009,black,Female,5-9,1589295
2009,black,Female,50-54,1414223
2009,black,Female,55-59,1162262
2009,black,Female,60-64,842295
2009,black,Female,65-69,636882
2009,black,Female,70-74,495256
2009,black,Female,75-79,382373
2009,black,Female,80-84,279505
2009,black,Female,85+,263829
2009,black,Male,0,353526
2009,black,Male,1-4,1342191
2009,black,Male,10-14,1752126
2009,black,Male,15-19,1923433
2009,black,Male,20-24,1606611
2009,black,Male,25-29,1433561
2009,black,Male,30-34,1266108
2009,black,Male,35-39,1331056
2009,black,Male,40-44,1355115
2009,black,Male,45-49,1377024
2009,black,Male,5-9,1641641
2009,black,Male,50-54,1238784
2009,black,Male,55-59,979107
