year,race,sex,age,pop
1995,latino,Female,35-39,938531
1995,latino,Female,40-44,748547
1995,latino,Female,45-49,574560
1995,latino,Female,5-9,1136817
1995,latino,Female,50-54,437731
1995,latino,Female,55-59,354600
1995,latino,Female,60-64,300532
1995,latino,Female,65-69,261013
1995,latino,Female,70-74,195414
1995,latino,Female,75-79,130589
1995,latino,Female,80-84,91236
1995,latino,Female,85+,71487
1995,latino,Male,0,305316
1995,latino,Male,1-4,1160164
1995,latino,Male,10-14,1150027
1995,latino,Male,15-19,1159614
1995,latino,Male,20-24,1279530
1995,latino,Male,25-29,1349110
1995,latino,Male,30-34,1268121
1995,latino,Male,35-39,1004870
1995,latino,Male,40-44,761698
1995,latino,Male,45-49,560213
1995,latino,Male,5-9,1184757
1995,latino,Male,50-54,409884
1995,latino,Male,55-59,319573
1995,latino,Male,60-64,260501
1995,latino,Male,65-69,210168
1995,latino,Male,70-74,151490
1995,latino,Male,75-79,85629
1995,latino,Male,80-84,51914
1995,latino,Male,85+,36114
1995,white,Female,0,1181451
1995,white,Female,1-4,4982024
1995,white,Female,10-14,6246556
1995,white,Female,15-19,5841276
1995,white,Female,20-24,6197464
1995,white,Female,25-29,6732199
1995,white,Female,30-34,8061572
1995,white,Female,35-39,8181487
1995,white,Female,40-44,7495435
1995,white,Female,45-49,6641058
1995,white,Female,5-9,6176257
1995,white,Female,50-54,5393713
1995,white,Female,55-59,4530571
1995,white,Female,60-64,4326989
1995,white,Female,65-69,4548624
1995,white,Female,70-74,4248769
1995,white,Female,75-79,3427922
1995,white,Female,80-84,2487194
1995,white,Female,85+,2280201
1995,white,Male,0,1246395
1995,white,Male,1-4,5252802
1995,white,Male,10-14,6608302
1995,white,Male,15-19,6175194
1995,white,Male,20-24,6346335
1995,white,Male,25-29,6795416
1995,white,Male,30-34,8160915
1995,white,Male,35-39,8223701
1995,white,Male,40-44,7464083
1995,white,Male,45-49,6545096
1995,white,Male,5-9,6518697
1995,white,Male,50-54,5229881
1995,white,Male,55-59,4283655
1995,white,Male,60-64,3939899
1995,white,Male,65-69,3819981
1995,white,Male,70-74,3284275
1995,white,Male,75-79,2317510
1995,white,Male,80-84,1361420
1995,white,Male,85+,854569
1996,amind,Female,0,20240
1996,amind,Female,1-4,90027
1996,amind,Female,10-14,123573
1996,amind,Female,15-19,106565
1996,amind,Female,20-24,97197
1996,amind,Female,25-29,93572
1996,amind,Female,30-34,102169
1996,amind,Female,35-39,102281
1996,amind,Female,40-44,89671
1996,amind,Female,45-49,71302
1996,amind,Female,5-9,131449
1996,amind,Female,50-54,53605
1996,amind,Female,55-59,40373
1996,amind,Female,60-64,31873
1996,amind,Female,65-69,25316
1996,amind,Female,70-74,19994
1996,amind,Female,75-79,13314
1996,amind,Female,80-84,8640
1996,amind,Female,85+,7216
1996,amind,Male,0,20978
1996,amind,Male,1-4,92778
1996,amind,Male,10-14,126491
1996,amind,Male,15-19,111624
1996,amind,Male,20-24,105887
1996,amind,Male,25-29,99787
1996,amind,Male,30-34,100863
1996,amind,Male,35-39,97672
1996,amind,Male,40-44,83575
1996,amind,Male,45-49,67524
1996,amind,Male,5-9,136390
1996,amind,Male,50-54,49938
1996,amind,Male,55-59,37224
1996,amind,Male,60-64,28526
1996,amind,Male,65-69,21429
1996,amind,Male,70-74,15665
1996,amind,Male,75-79,8698
1996,amind,Male,80-84,4969
1996,amind,Male,85+,3357
1996,asian,Female,0,76433
1996,asian,Female,1-4,311615
1996,asian,Female,10-14,368913
1996,asian,Female,15-19,346699
1996,asian,Female,20-24,424373
1996,asian,Female,25-29,470226
1996,asian,Female,30-34,473563
1996,asian,Female,35-39,452565
1996,asian,Female,40-44,409807
1996,asian,Female,45-49,340666
1996,asian,Female,5-9,338541
1996,asian,Female,50-54,240242
1996,asian,Female,55-59,184188
1996,asian,Female,60-64,159807
1996,asian,Female,65-69,139771
1996,asian,Female,70-74,104222
1996,asian,Female,75-79,65388
1996,asian,Female,80-84,36813
1996,asian,Female,85+,26199
1996,asian,Male,0,80268
1996,asian,Male,1-4,327752
1996,asian,Male,10-14,382582
1996,asian,Male,15-19,362681
1996,asian,Male,20-24,439015
1996,asian,Male,25-29,438515
1996,asian,Male,30-34,445210
1996,asian,Male,35-39,420464
1996,asian,Male,40-44,363610
1996,asian,Male,45-49,295956
1996,asian,Male,5-9,358398
1996,asian,Male,50-54,218218
1996,asian,Male,55-59,165751
1996,asian,Male,60-64,127905
1996,asian,Male,65-69,102341
1996,asian,Male,70-74,82162
1996,asian,Male,75-79,50249
1996,asian,Male,80-84,29172
1996,asian,Male,85+,18464
1996,black,Female,0,294030
1996,black,Female,1-4,1293510
1996,black,Female,10-14,1458221
1996,black,Female,15-19,1415543
1996,black,Female,20-24,1371957
1996,black,Female,25-29,1396445
1996,black,Female,30-34,1525929
1996,black,Female,35-39,1498690
1996,black,Female,40-44,1286983
1996,black,Female,45-49,1016465
1996,black,Female,5-9,1580199
1996,black,Female,50-54,773262
1996,black,Female,55-59,636808
1996,black,Female,60-64,561115
1996,black,Female,65-69,518375
1996,black,Female,70-74,420423
1996,black,Female,75-79,321872
1996,black,Female,80-84,220133
1996,black,Female,85+,200806
1996,black,Male,0,300477
1996,black,Male,1-4,1330374
1996,black,Male,10-14,1498977
1996,black,Male,15-19,1446571
1996,black,Male,20-24,1312034
1996,black,Male,25-29,1266751
1996,black,Male,30-34,1355233
1996,black,Male,35-39,1320573
1996,black,Male,40-44,1110268
1996,black,Male,45-49,862486
1996,black,Male,5-9,1625589
1996,black,Male,50-54,644015
1996,black,Male,55-59,511283
1996,black,Male,60-64,435204
1996,black,Male,65-69,384701
1996,black,Male,70-74,275209
1996,black,Male,75-79,191812
1996,black,Male,80-84,107115
1996,black,Male,85+,77868
1996,latino,Female,0,295557
1996,latino,Female,1-4,1159241
1996,latino,Female,10-14,1136698
1996,latino,Female,15-19,1097766
1996,latino,Female,20-24,1114157
1996,latino,Female,25-29,1166283
1996,latino,Female,30-34,1171179
1996,latino,Female,35-39,989802
1996,latino,Female,40-44,794804
1996,latino,Female,45-49,615941
1996,latino,Female,5-9,1204012
1996,latino,Female,50-54,463603
1996,latino,Female,55-59,366373
1996,latino,Female,60-64,309982
1996,latino,Female,65-69,270652
1996,latino,Female,70-74,206219
1996,latino,Female,75-79,135945
1996,latino,Female,80-84,94248
1996,latino,Female,85+,75313
1996,latino,Male,0,310994
1996,latino,Male,1-4,1212608
1996,latino,Male,10-14,1190903
1996,latino,Male,15-19,1224940
1996,latino,Male,20-24,1321088
1996,latino,Male,25-29,1393695
1996,latino,Male,30-34,1330647
1996,latino,Male,35-39,1067249
1996,latino,Male,40-44,815068
1996,latino,Male,45-49,602919
1996,latino,Male,5-9,1254409
1996,latino,Male,50-54,435654
1996,latino,Male,55-59,330558
1996,latino,Male,60-64,268695
1996,latino,Male,65-69,219218
1996,latino,Male,70-74,159626
1996,latino,Male,75-79,90341
1996,latino,Male,80-84,53933
1996,latino,Male,85+,37514
1996,white,Female,0,1163875
1996,white,Female,1-4,4877509
1996,white,Female,10-14,6278804
1996,white,Female,15-19,5962558
1996,white,Female,20-24,5978249
1996,white,Female,25-29,6646077
1996,white,Female,30-34,7885449
1996,white,Female,35-39,8248729
1996,white,Female,40-44,7648477
1996,white,Female,45-49,6921364
1996,white,Female,5-9,6230828
1996,white,Female,50-54,5570191
1996,white,Female,55-59,4576260
1996,white,Female,60-64,4294570
1996,white,Female,65-69,4482880
1996,white,Female,70-74,4283079
1996,white,Female,75-79,3465406
1996,white,Female,80-84,2544166
1996,white,Female,85+,2347602
1996,white,Male,0,1228534
1996,white,Male,1-4,5139705
1996,white,Male,10-14,6641887
1996,white,Male,15-19,6299051
1996,white,Male,20-24,6136257
1996,white,Male,25-29,6708585
1996,white,Male,30-34,7981945
1996,white,Male,35-39,8293595
1996,white,Male,40-44,7616885
1996,white,Male,45-49,6829118
1996,white,Male,5-9,6578356
1996,white,Male,50-54,5407770
1996,white,Male,55-59,4333480
1996,white,Male,60-64,3920047
1996,white,Male,65-69,3811802
1996,white,Male,70-74,3323004
1996,white,Male,75-79,2364857
1996,white,Male,80-84,1415423
1996,white,Male,85+,886383
1997,amind,Female,0,21196
1997,amind,Female,1-4,91891
1997,amind,Female,10-14,127370
1997,amind,Female,15-19,113354
1997,amind,Female,20-24,98308
1997,amind,Female,25-29,97034
1997,amind,Female,30-34,102904
1997,amind,Female,35-39,106601
1997,amind,Female,40-44,94755
1997,amind,Female,45-49,76352
1997,amind,Female,5-9,135344
1997,amind,Female,50-54,57059
1997,amind,Female,55-59,42545
1997,amind,Female,60-64,33110
1997,amind,Female,65-69,26150
1997,amind,Female,70-74,20459
1997,amind,Female,75-79,13954
1997,amind,Female,80-84,8915
1997,amind,Female,85+,7521
1997,amind,Male,0,21791
1997,amind,Male,1-4,95020
1997,amind,Male,10-14,130601
1997,amind,Male,15-19,118778
1997,amind,Male,20-24,106027
1997,amind,Male,25-29,104447
1997,amind,Male,30-34,102434
1997,amind,Male,35-39,102192
1997,amind,Male,40-44,88141
1997,amind,Male,45-49,72187
1997,amind,Male,5-9,139841
1997,amind,Male,50-54,53233
1997,amind,Male,55-59,39324
1997,amind,Male,60-64,29863
1997,amind,Male,65-69,22220
1997,amind,Male,70-74,16152
1997,amind,Male,75-79,9116
1997,amind,Male,80-84,5198
1997,amind,Male,85+,3486
1997,asian,Female,0,77642
1997,asian,Female,1-4,315921
1997,asian,Female,10-14,377835
1997,asian,Female,15-19,366925
1997,asian,Female,20-24,429419
1997,asian,Female,25-29,497538
1997,asian,Female,30-34,486695
1997,asian,Female,35-39,468255
1997,asian,Female,40-44,430309
1997,asian,Female,45-49,368965
1997,asian,Female,5-9,355875
1997,asian,Female,50-54,259380
1997,asian,Female,55-59,196245
1997,asian,Female,60-64,165933
1997,asian,Female,65-69,146178
1997,asian,Female,70-74,111027
1997,asian,Female,75-79,71127
1997,asian,Female,80-84,40408
1997,asian,Female,85+,28691
1997,asian,Male,0,82083
1997,asian,Male,1-4,330157
1997,asian,Male,10-14,393043
1997,asian,Male,15-19,383360
1997,asian,Male,20-24,441511
1997,asian,Male,25-29,463803
1997,asian,Male,30-34,453353
1997,asian,Male,35-39,436708
1997,asian,Male,40-44,382930
1997,asian,Male,45-49,318662
1997,asian,Male,5-9,377518
1997,asian,Male,50-54,234333
1997,asian,Male,55-59,177574
1997,asian,Male,60-64,136166
1997,asian,Male,65-69,107871
1997,asian,Male,70-74,85647
1997,asian,Male,75-79,54533
1997,asian,Male,80-84,31193
1997,asian,Male,85+,19963
1997,black,Female,0,282378
1997,black,Female,1-4,1278912
1997,black,Female,10-14,1482057
1997,black,Female,15-19,1457078
1997,black,Female,20-24,1346300
1997,black,Female,25-29,1411841
1997,black,Female,30-34,1521561
1997,black,Female,35-39,1523117
1997,black,Female,40-44,1332404
1997,black,Female,45-49,1093992
1997,black,Female,5-9,1637490
1997,black,Female,50-54,793557
1997,black,Female,55-59,651727
1997,black,Female,60-64,564647
1997,black,Female,65-69,521980
1997,black,Female,70-74,424268
1997,black,Female,75-79,331134
1997,black,Female,80-84,222166
1997,black,Female,85+,208251
1997,black,Male,0,289104
1997,black,Male,1-4,1315521
1997,black,Male,10-14,1525160
1997,black,Male,15-19,1488901
1997,black,Male,20-24,1285788
1997,black,Male,25-29,1278350
1997,black,Male,30-34,1356426
1997,black,Male,35-39,1343487
1997,black,Male,40-44,1153738
1997,black,Male,45-49,931220
1997,black,Male,5-9,1685189
1997,black,Male,50-54,662160
1997,black,Male,55-59,524591
1997,black,Male,60-64,438999
1997,black,Male,65-69,387659
1997,black,Male,70-74,278315
1997,black,Male,75-79,198382
1997,black,Male,80-84,107983
1997,black,Male,85+,79645
1997,latino,Female,0,298757
1997,latino,Female,1-4,1191701
1997,latino,Female,10-14,1180237
1997,latino,Female,15-19,1157335
1997,latino,Female,20-24,1159507
1997,latino,Female,25-29,1212862
1997,latino,Female,30-34,1209907
1997,latino,Female,35-39,1045563
1997,latino,Female,40-44,844573
1997,latino,Female,45-49,662031
1997,latino,Female,5-9,1290233
1997,latino,Female,50-54,492217
1997,latino,Female,55-59,382661
1997,latino,Female,60-64,319148
1997,latino,Female,65-69,281036
1997,latino,Female,70-74,215063
1997,latino,Female,75-79,144787
1997,latino,Female,80-84,95819
1997,latino,Female,85+,79562
1997,latino,Male,0,313515
1997,latino,Male,1-4,1249299
1997,latino,Male,10-14,1236635
1997,latino,Male,15-19,1301748
1997,latino,Male,20-24,1369893
1997,latino,Male,25-29,1449489
1997,latino,Male,30-34,1381405
1997,latino,Male,35-39,1134844
1997,latino,Male,40-44,869921
1997,latino,Male,45-49,650891
1997,latino,Male,5-9,1343654
1997,latino,Male,50-54,463451
1997,latino,Male,55-59,346224
1997,latino,Male,60-64,276719
1997,latino,Male,65-69,228860
1997,latino,Male,70-74,165904
1997,latino,Male,75-79,97284
1997,latino,Male,80-84,55295
1997,latino,Male,85+,39064
1997,white,Female,0,1147379
1997,white,Female,1-4,4769472
1997,white,Female,10-14,6309126
1997,white,Female,15-19,6098531
1997,white,Female,20-24,5736826
1997,white,Female,25-29,6645569
1997,white,Female,30-34,7618497
1997,white,Female,35-39,8290472
1997,white,Female,40-44,7800459
1997,white,Female,45-49,7263716
1997,white,Female,5-9,6273034
1997,white,Female,50-54,5667256
1997,white,Female,55-59,4680113
1997,white,Female,60-64,4249138
1997,white,Female,65-69,4436011
1997,white,Female,70-74,4244021
1997,white,Female,75-79,3540963
1997,white,Female,80-84,2588232
1997,white,Female,85+,2410936
1997,white,Male,0,1211154
1997,white,Male,1-4,5025379
1997,white,Male,10-14,6673045
1997,white,Male,15-19,6434150
1997,white,Male,20-24,5903066
1997,white,Male,25-29,6703207
1997,white,Male,30-34,7711983
1997,white,Male,35-39,8334512
1997,white,Male,40-44,7768282
1997,white,Male,45-49,7172510
1997,white,Male,5-9,6622352
1997,white,Male,50-54,5506793
1997,white,Male,55-59,4439696
1997,white,Male,60-64,3895563
1997,white,Male,65-69,3806122
1997,white,Male,70-74,3299545
1997,white,Male,75-79,2442408
1997,white,Male,80-84,1464772
1997,white,Male,85+,917773
1998,amind,Female,0,21593
1998,amind,Female,1-4,93718
1998,amind,Female,10-14,130730
1998,amind,Female,15-19,119876
1998,amind,Female,20-24,100570
1998,amind,Female,25-29,100111
1998,amind,Female,30-34,103711
1998,amind,Female,35-39,110196
1998,amind,Female,40-44,99618
1998,amind,Female,45-49,80357
1998,amind,Female,5-9,139729
1998,amind,Female,50-54,61821
1998,amind,Female,55-59,44949
1998,amind,Female,60-64,34280
1998,amind,Female,65-69,26820
1998,amind,Female,70-74,20814
1998,amind,Female,75-79,14625
1998,amind,Female,80-84,9026
1998,amind,Female,85+,7780
1998,amind,Male,0,22308
1998,amind,Male,1-4,96810
1998,amind,Male,10-14,134700
1998,amind,Male,15-19,125288
1998,amind,Male,20-24,108228
1998,amind,Male,25-29,107842
1998,amind,Male,30-34,103725
1998,amind,Male,35-39,106292
1998,amind,Male,40-44,92894
1998,amind,Male,45-49,75669
1998,amind,Male,5-9,143831
1998,amind,Male,50-54,58225
1998,amind,Male,55-59,41548
1998,amind,Male,60-64,31250
1998,amind,Male,65-69,22659
1998,amind,Male,70-74,16431
1998,amind,Male,75-79,9650
1998,amind,Male,80-84,5206
1998,amind,Male,85+,3595
1998,asian,Female,0,77996
1998,asian,Female,1-4,320379
1998,asian,Female,10-14,384606
1998,asian,Female,15-19,387585
1998,asian,Female,20-24,438086
1998,asian,Female,25-29,526092
1998,asian,Female,30-34,503102
1998,asian,Female,35-39,483134
1998,asian,Female,40-44,450409
1998,asian,Female,45-49,388909
1998,asian,Female,5-9,374832
1998,asian,Female,50-54,286752
1998,asian,Female,55-59,209552
1998,asian,Female,60-64,174508
1998,asian,Female,65-69,151945
1998,asian,Female,70-74,117938
1998,asian,Female,75-79,77146
1998,asian,Female,80-84,43838
1998,asian,Female,85+,31374
1998,asian,Male,0,82542
1998,asian,Male,1-4,332216
1998,asian,Male,10-14,401684
1998,asian,Male,15-19,404586
1998,asian,Male,20-24,446382
1998,asian,Male,25-29,488363
1998,asian,Male,30-34,462546
1998,asian,Male,35-39,450818
1998,asian,Male,40-44,403500
1998,asian,Male,45-49,334986
1998,asian,Male,5-9,398148
1998,asian,Male,50-54,256343
1998,asian,Male,55-59,188374
1998,asian,Male,60-64,146661
1998,asian,Male,65-69,113518
1998,asian,Male,70-74,89206
1998,asian,Male,75-79,59229
1998,asian,Male,80-84,33038
1998,asian,Male,85+,21393
1998,black,Female,0,287557
1998,black,Female,1-4,1252513
1998,black,Female,10-14,1506979
1998,black,Female,15-19,1490307
1998,black,Female,20-24,1351027
1998,black,Female,25-29,1426443
1998,black,Female,30-34,1502539
1998,black,Female,35-39,1539982
1998,black,Female,40-44,1383494
1998,black,Female,45-49,1139417
1998,black,Female,5-9,1683850
1998,black,Female,50-54,845302
1998,black,Female,55-59,676523
1998,black,Female,60-64,570885
1998,black,Female,65-69,523011
1998,black,Female,70-74,429111
1998,black,Female,75-79,338886
1998,black,Female,80-84,227041
1998,black,Female,85+,213458
1998,black,Male,0,295451
1998,black,Male,1-4,1288702
1998,black,Male,10-14,1552144
1998,black,Male,15-19,1522994
1998,black,Male,20-24,1287882
1998,black,Male,25-29,1292134
1998,black,Male,30-34,1341280
1998,black,Male,35-39,1359837
1998,black,Male,40-44,1205684
1998,black,Male,45-49,971899
1998,black,Male,5-9,1734270
1998,black,Male,50-54,709292
1998,black,Male,55-59,547486
1998,black,Male,60-64,445402
1998,black,Male,65-69,387403
1998,black,Male,70-74,282332
1998,black,Male,75-79,204135
1998,black,Male,80-84,109734
1998,black,Male,85+,81293
1998,latino,Female,0,314753
1998,latino,Female,1-4,1212731
1998,latino,Female,10-14,1228554
1998,latino,Female,15-19,1215243
1998,latino,Female,20-24,1226557
1998,latino,Female,25-29,1265157
1998,latino,Female,30-34,1253608
1998,latino,Female,35-39,1098362
1998,latino,Female,40-44,896531
1998,latino,Female,45-49,694973
1998,latino,Female,5-9,1391524
1998,latino,Female,50-54,536911
1998,latino,Female,55-59,401251
1998,latino,Female,60-64,332752
1998,latino,Female,65-69,288231
1998,latino,Female,70-74,224648
1998,latino,Female,75-79,153647
1998,latino,Female,80-84,97343
1998,latino,Female,85+,83211
1998,latino,Male,0,329866
1998,latino,Male,1-4,1272393
1998,latino,Male,10-14,1286158
1998,latino,Male,15-19,1377080
1998,latino,Male,20-24,1454988
1998,latino,Male,25-29,1509001
1998,latino,Male,30-34,1436133
1998,latino,Male,35-39,1196681
1998,latino,Male,40-44,929205
1998,latino,Male,45-49,686058
1998,latino,Male,5-9,1449440
1998,latino,Male,50-54,506791
1998,latino,Male,55-59,362774
1998,latino,Male,60-64,287974
1998,latino,Male,65-69,235107
1998,latino,Male,70-74,171719
1998,latino,Male,75-79,105260
1998,latino,Male,80-84,56516
1998,latino,Male,85+,40495
1998,white,Female,0,1129118
1998,white,Female,1-4,4678313
1998,white,Female,10-14,6306485
1998,white,Female,15-19,6212155
1998,white,Female,20-24,5664690
1998,white,Female,25-29,6561249
1998,white,Female,30-34,7326771
1998,white,Female,35-39,8258322
1998,white,Female,40-44,7946230
1998,white,Female,45-49,7202341
1998,white,Female,5-9,6295480
1998,white,Female,50-54,6190912
1998,white,Female,55-59,4836210
1998,white,Female,60-64,4253861
1998,white,Female,65-69,4344049
1998,white,Female,70-74,4199575
1998,white,Female,75-79,3621079
1998,white,Female,80-84,2624266
1998,white,Female,85+,2469474
1998,white,Male,0,1189957
1998,white,Male,1-4,4933755
1998,white,Male,10-14,6668657
1998,white,Male,15-19,6542577
1998,white,Male,20-24,5831666
1998,white,Male,25-29,6622648
1998,white,Male,30-34,7412508
1998,white,Male,35-39,8299997
1998,white,Male,40-44,7917229
1998,white,Male,45-49,7112031
1998,white,Male,5-9,6642928
1998,white,Male,50-54,6038519
1998,white,Male,55-59,4596420
1998,white,Male,60-64,3916651
1998,white,Male,65-69,3757087
1998,white,Male,70-74,3282270
1998,white,Male,75-79,2515173
1998,white,Male,80-84,1507373
1998,white,Male,85+,953403
1999,amind,Female,0,22586
1999,amind,Female,1-4,95854
1999,amind,Female,10-14,134355
1999,amind,Female,15-19,126838
1999,amind,Female,20-24,104300
1999,amind,Female,25-29,103585
1999,amind,Female,30-34,104369
1999,amind,Female,35-39,113680
1999,amind,Female,40-44,104481
1999,amind,Female,45-49,84885
1999,amind,Female,5-9,142801
1999,amind,Female,50-54,66574
1999,amind,Female,55-59,47890
1999,amind,Female,60-64,35917
1999,amind,Female,65-69,27675
1999,amind,Female,70-74,21240
1999,amind,Female,75-79,15242
1999,amind,Female,80-84,9128
1999,amind,Female,85+,8106
1999,amind,Male,0,23871
1999,amind,Male,1-4,98998
1999,amind,Male,10-14,138733
1999,amind,Male,15-19,132750
1999,amind,Male,20-24,111950
1999,amind,Male,25-29,110633
1999,amind,Male,30-34,105214
1999,amind,Male,35-39,110494
1999,amind,Male,40-44,97984
1999,amind,Male,45-49,80048
1999,amind,Male,5-9,146699
1999,amind,Male,50-54,62620
1999,amind,Male,55-59,44229
1999,amind,Male,60-64,33024
1999,amind,Male,65-69,23301
1999,amind,Male,70-74,16705
1999,amind,Male,75-79,10224
1999,amind,Male,80-84,5252
1999,amind,Male,85+,3801
1999,asian,Female,0,78766
1999,asian,Female,1-4,327285
1999,asian,Female,10-14,391460
1999,asian,Female,15-19,409653
1999,asian,Female,20-24,448083
1999,asian,Female,25-29,545163
1999,asian,Female,30-34,515034
1999,asian,Female,35-39,500932
1999,asian,Female,40-44,467635
1999,asian,Female,45-49,410569
1999,asian,Female,5-9,388659
1999,asian,Female,50-54,314706
1999,asian,Female,55-59,223659
1999,asian,Female,60-64,182611
1999,asian,Female,65-69,157510
1999,asian,Female,70-74,124626
1999,asian,Female,75-79,84024
1999,asian,Female,80-84,47271
1999,asian,Female,85+,34399
1999,asian,Male,0,83306
1999,asian,Male,1-4,336449
1999,asian,Male,10-14,411277
1999,asian,Male,15-19,427005
1999,asian,Male,20-24,454994
1999,asian,Male,25-29,505707
1999,asian,Male,30-34,467696
1999,asian,Male,35-39,466642
1999,asian,Male,40-44,420104
1999,asian,Male,45-49,354539
1999,asian,Male,5-9,412564
1999,asian,Male,50-54,277953
1999,asian,Male,55-59,200686
1999,asian,Male,60-64,156730
1999,asian,Male,65-69,119594
1999,asian,Male,70-74,92541
1999,asian,Male,75-79,64616
1999,asian,Male,80-84,34606
1999,asian,Male,85+,22908
1999,black,Female,0,290717
1999,black,Female,1-4,1234180
1999,black,Female,10-14,1544543
1999,black,Female,15-19,1520323
1999,black,Female,20-24,1366116
1999,black,Female,25-29,1429357
1999,black,Female,30-34,1484415
1999,black,Female,35-39,1554732
1999,black,Female,40-44,1429965
1999,black,Female,45-49,1182721
1999,black,Female,5-9,1714847
1999,black,Female,50-54,896810
1999,black,Female,55-59,699336
1999,black,Female,60-64,583948
1999,black,Female,65-69,522654
1999,black,Female,70-74,436949
1999,black,Female,75-79,345305
1999,black,Female,80-84,227785
1999,black,Female,85+,221677
1999,black,Male,0,299701
1999,black,Male,1-4,1270316
1999,black,Male,10-14,1590753
1999,black,Male,15-19,1554952
1999,black,Male,20-24,1299133
1999,black,Male,25-29,1293838
1999,black,Male,30-34,1327076
1999,black,Male,35-39,1375264
1999,black,Male,40-44,1253414
1999,black,Male,45-49,1013484
1999,black,Male,5-9,1769019
1999,black,Male,50-54,755839
1999,black,Male,55-59,568826
1999,black,Male,60-64,457289
1999,black,Male,65-69,387128
1999,black,Male,70-74,287754
1999,black,Male,75-79,209450
1999,black,Male,80-84,110908
1999,black,Male,85+,83616
1999,latino,Female,0,320759
1999,latino,Female,1-4,1248230
1999,latino,Female,10-14,1284931
1999,latino,Female,15-19,1273775
1999,latino,Female,20-24,1293448
1999,latino,Female,25-29,1331171
1999,latino,Female,30-34,1286021
1999,latino,Female,35-39,1155781
1999,latino,Female,40-44,948379
1999,latino,Female,45-49,738957
1999,latino,Female,5-9,1481511
1999,latino,Female,50-54,572596
1999,latino,Female,55-59,426827
1999,latino,Female,60-64,348606
1999,latino,Female,65-69,294979
1999,latino,Female,70-74,236002
1999,latino,Female,75-79,163114
1999,latino,Female,80-84,98785
1999,latino,Female,85+,87769
1999,latino,Male,0,336142
1999,latino,Male,1-4,1307955
1999,latino,Male,10-14,1346130
1999,latino,Male,15-19,1448819
1999,latino,Male,20-24,1549632
1999,latino,Male,25-29,1582170
1999,latino,Male,30-34,1477934
1999,latino,Male,35-39,1263412
1999,latino,Male,40-44,989341
1999,latino,Male,45-49,732505
1999,latino,Male,5-9,1545650
1999,latino,Male,50-54,542672
1999,latino,Male,55-59,385653
1999,latino,Male,60-64,301738
1999,latino,Male,65-69,239859
1999,latino,Male,70-74,179591
1999,latino,Male,75-79,113868
1999,latino,Male,80-84,58211
1999,latino,Male,85+,42500
1999,white,Female,0,1121617
1999,white,Female,1-4,4607936
1999,white,Female,10-14,6311573
1999,white,Female,15-19,6310406
1999,white,Female,20-24,5689268
1999,white,Female,25-29,6418082
1999,white,Female,30-34,7049321
1999,white,Female,35-39,8174283
1999,white,Female,40-44,8066906
1999,white,Female,45-49,7303044
1999,white,Female,5-9,6278718
1999,white,Female,50-54,6387829
1999,white,Female,55-59,5115763
1999,white,Female,60-64,4325290
1999,white,Female,65-69,4225496
1999,white,Female,70-74,4189825
1999,white,Female,75-79,3663500
1999,white,Female,80-84,2652012
1999,white,Female,85+,2533759
1999,white,Male,0,1185344
1999,white,Male,1-4,4854911
1999,white,Male,10-14,6671426
1999,white,Male,15-19,6635211
1999,white,Male,20-24,5850179
1999,white,Male,25-29,6483938
1999,white,Male,30-34,7135788
1999,white,Male,35-39,8210977
1999,white,Male,40-44,8043948
1999,white,Male,45-49,7213411
1999,white,Male,5-9,6629860
1999,white,Male,50-54,6240095
1999,white,Male,55-59,4876578
1999,white,Male,60-64,3996355
1999,white,Male,65-69,3679069
1999,white,Male,70-74,3307749
1999,white,Male,75-79,2558775
1999,white,Male,80-84,1544301
1999,white,Male,85+,994000
2000,amind,Female,0,23878
2000,amind,Female,1-4,99441
2000,amind,Female,10-14,140084
2000,amind,Female,15-19,132191
2000,amind,Female,20-24,109530
2000,amind,Female,25-29,106468
2000,amind,Female,30-34,105924
2000,amind,Female,35-39,117270
2000,amind,Female,40-44,108927
2000,amind,Female,45-49,90336
2000,amind,Female,5-9,144111
2000,amind,Female,50-54,71341
2000,amind,Female,55-59,50646
2000,amind,Female,60-64,37824
2000,amind,Female,65-69,28606
2000,amind,Female,70-74,21795
2000,amind,Female,75-79,15848
2000,amind,Female,80-84,9395
2000,amind,Female,85+,8365
2000,amind,Male,0,24937
2000,amind,Male,1-4,103113
2000,amind,Male,10-14,144583
2000,amind,Male,15-19,139002
2000,amind,Male,20-24,117865
2000,amind,Male,25-29,112551
2000,amind,Male,30-34,107912
2000,amind,Male,35-39,114524
2000,amind,Male,40-44,103043
2000,amind,Male,45-49,85195
2000,amind,Male,5-9,147918
2000,amind,Male,50-54,67122
2000,amind,Male,55-59,47202
2000,amind,Male,60-64,34766
2000,amind,Male,65-69,24113
2000,amind,Male,70-74,17090
2000,amind,Male,75-79,10617
2000,amind,Male,80-84,5413
2000,amind,Male,85+,3815
2000,asian,Female,0,79137
2000,asian,Female,1-4,333141
2000,asian,Female,10-14,400488
2000,asian,Female,15-19,426896
2000,asian,Female,20-24,464066
2000,asian,Female,25-29,558828
2000,asian,Female,30-34,531395
2000,asian,Female,35-39,516597
2000,asian,Female,40-44,485134
2000,asian,Female,45-49,429664
2000,asian,Female,5-9,402755
2000,asian,Female,50-54,345545
2000,asian,Female,55-59,238598
2000,asian,Female,60-64,190559
2000,asian,Female,65-69,162316
2000,asian,Female,70-74,131016
